financialsDate,effectiveTaxRate,earningsBeforeInterestAndTaxes,symbol,financialsYear,company,sector
"1999-12-31",0.37876,3867,"MMM",1999,"3M","Industrials"
"2000-12-31",0.34465,3898.3644,"MMM",2000,"3M","Industrials"
"2001-12-31",0.32113,3264.0369,"MMM",2001,"3M","Industrials"
"2002-12-31",0.32146,3046,"MMM",2002,"3M","Industrials"
"2003-12-31",0.32868,4827.8336,"MMM",2003,"3M","Industrials"
"2004-12-31",0.32997,5120.3638,"MMM",2004,"3M","Industrials"
"2005-12-31",0.34698,5593,"MMM",2005,"3M","Industrials"
"2006-12-31",0.30631,6325,"MMM",2006,"3M","Industrials"
"2007-12-31",0.33917,6193,"MMM",2007,"3M","Industrials"
"2008-12-31",0.33438,5218,"MMM",2008,"3M","Industrials"
"2009-12-31",0.32168,4814,"MMM",2009,"3M","Industrials"
"2010-12-31",0.26203,5918,"MMM",2010,"3M","Industrials"
"2011-12-31",0.2776,6178,"MMM",2011,"3M","Industrials"
"2002-12-31",0,0,"ACE",2002,"ACE Limited","Financials"
"2005-12-31",0.22286,0,"ACE",2005,"ACE Limited","Financials"
"2006-12-31",0.1834,0,"ACE",2006,"ACE Limited","Financials"
"2007-12-31",0.1789,0,"ACE",2007,"ACE Limited","Financials"
"1999-12-31",0.28,4161.6,"ABT",1999,"Abbott Laboratories","Health Care"
"2000-12-31",0.27,4089.40525,"ABT",2000,"Abbott Laboratories","Health Care"
"2001-12-31",0.08385,4392.4565,"ABT",2001,"Abbott Laboratories","Health Care"
"2002-12-31",0.24509,3940.9,"ABT",2002,"Abbott Laboratories","Health Care"
"2003-12-31",0.21998,5323.6023,"ABT",2003,"Abbott Laboratories","Health Care"
"2004-12-31",0.21446,4257.124,"ABT",2004,"Abbott Laboratories","Health Care"
"2005-12-31",0.24306,4796.3,"ABT",2005,"Abbott Laboratories","Health Care"
"2006-12-31",0.23477,4786.2,"ABT",2006,"Abbott Laboratories","Health Care"
"2007-12-31",0.193,4928.5,"ABT",2007,"Abbott Laboratories","Health Care"
"2008-12-31",0.1916,5693.9,"ABT",2008,"Abbott Laboratories","Health Care"
"2009-12-31",0.16951,6781.3,"ABT",2009,"Abbott Laboratories","Health Care"
"2010-12-31",0.15042,8037.8,"ABT",2010,"Abbott Laboratories","Health Care"
"2011-12-31",0.1514,9066,"ABT",2011,"Abbott Laboratories","Health Care"
"2000-01-29",0.39999,269.8,"ANF",2000,"Abercrombie & Fitch","Consumer Discretionary"
"2001-01-29",0.39518,284.40048,"ANF",2001,"Abercrombie & Fitch","Consumer Discretionary"
"2002-01-29",0.39003,312.6052,"ANF",2002,"Abercrombie & Fitch","Consumer Discretionary"
"2003-01-29",0.38386,312.6,"ANF",2003,"Abercrombie & Fitch","Consumer Discretionary"
"2004-01-29",0.38838,398.259,"ANF",2004,"Abercrombie & Fitch","Consumer Discretionary"
"2005-01-29",0.38463,380.5248,"ANF",2005,"Abercrombie & Fitch","Consumer Discretionary"
"2006-01-29",0.39211,556.2,"ANF",2006,"Abercrombie & Fitch","Consumer Discretionary"
"2007-01-29",0.37173,658.1,"ANF",2007,"Abercrombie & Fitch","Consumer Discretionary"
"2008-01-29",0.37353,740.5,"ANF",2008,"Abercrombie & Fitch","Consumer Discretionary"
"2009-01-29",0.39601,439.4,"ANF",2009,"Abercrombie & Fitch","Consumer Discretionary"
"2010-01-29",0.33939,117.9,"ANF",2010,"Abercrombie & Fitch","Consumer Discretionary"
"2011-01-29",0.34252,232,"ANF",2011,"Abercrombie & Fitch","Consumer Discretionary"
"2012-01-29",0.3196,190,"ANF",2012,"Abercrombie & Fitch","Consumer Discretionary"
"2002-08-31",0.63234,2925.5864,"ACN",2002,"Accenture","Information Technology"
"2003-08-31",0.38044,1495.9,"ACN",2003,"Accenture","Information Technology"
"2004-08-31",0.32,2016.1542,"ACN",2004,"Accenture","Information Technology"
"2005-08-31",0.3298,2022.2251,"ACN",2005,"Accenture","Information Technology"
"2006-08-31",0.255,1841.1,"ACN",2006,"Accenture","Information Technology"
"2007-08-31",0.34207,2492.6,"ACN",2007,"Accenture","Information Technology"
"2008-08-31",0.293,3011.6,"ACN",2008,"Accenture","Information Technology"
"2009-08-31",0.28545,2896.9,"ACN",2009,"Accenture","Information Technology"
"2010-08-31",0.293,2924.4,"ACN",2010,"Accenture","Information Technology"
"2011-08-31",0.273,3470.4,"ACN",2011,"Accenture","Information Technology"
"2012-08-31",0.2764,3872,"ACN",2012,"Accenture","Information Technology"
"1999-11-30",0.36648,338.5,"ADBE",1999,"Adobe Systems","Information Technology"
"2000-11-30",0.3514,458.31016,"ADBE",2000,"Adobe Systems","Information Technology"
"2001-11-30",0.33,461.4401,"ADBE",2001,"Adobe Systems","Information Technology"
"2002-11-30",0.32,325.9,"ADBE",2002,"Adobe Systems","Information Technology"
"2003-11-30",0.3,427.8983,"ADBE",2003,"Adobe Systems","Information Technology"
"2004-11-30",0.26,591.8406,"ADBE",2004,"Adobe Systems","Information Technology"
"2005-11-30",0.251,728.5,"ADBE",2005,"Adobe Systems","Information Technology"
"2006-11-30",0.25586,551.3,"ADBE",2006,"Adobe Systems","Information Technology"
"2007-11-30",0.23584,857.5,"ADBE",2007,"Adobe Systems","Information Technology"
"2008-11-30",0.19165,1028.2,"ADBE",2008,"Adobe Systems","Information Technology"
"2009-11-30",0.44904,690.5,"ADBE",2009,"Adobe Systems","Information Technology"
"2010-11-30",0.17863,993.1,"ADBE",2010,"Adobe Systems","Information Technology"
"2011-11-30",0.1955,1099,"ADBE",2011,"Adobe Systems","Information Technology"
"1999-12-27",0,232.8,"AMD",1999,"Advanced Micro Devices","Information Technology"
"2000-12-27",0.14087,1468.03162,"AMD",2000,"Advanced Micro Devices","Information Technology"
"2001-12-27",0.58848,660.7888,"AMD",2001,"Advanced Micro Devices","Information Technology"
"2002-12-27",0,-848.6071,"AMD",2002,"Advanced Micro Devices","Information Technology"
"2003-12-27",0,802.3776,"AMD",2003,"Advanced Micro Devices","Information Technology"
"2004-12-27",0.06997,276.12,"AMD",2004,"Advanced Micro Devices","Information Technology"
"2005-12-27",0,231.7,"AMD",2005,"Advanced Micro Devices","Information Technology"
"2006-12-27",0.06233,448,"AMD",2006,"Advanced Micro Devices","Information Technology"
"2007-12-27",0,-958,"AMD",2007,"Advanced Micro Devices","Information Technology"
"2008-12-27",0,-832,"AMD",2008,"Advanced Micro Devices","Information Technology"
"2009-12-27",0,-443,"AMD",2009,"Advanced Micro Devices","Information Technology"
"2010-12-27",0,622,"AMD",2010,"Advanced Micro Devices","Information Technology"
"2011-12-27",0,495,"AMD",2011,"Advanced Micro Devices","Information Technology"
"1999-12-31",0.29374,1203,"AES",1999,"AES","Utilities"
"2000-12-31",0.2473,2196.6553,"AES",2000,"AES","Utilities"
"2001-12-31",0.287,3040.9751,"AES",2001,"AES","Utilities"
"2002-12-31",0.31299,2291.9,"AES",2002,"AES","Utilities"
"2003-12-31",0.30313,3057.1695,"AES",2003,"AES","Utilities"
"2004-12-31",0.25886,2647.9508,"AES",2004,"AES","Utilities"
"2005-12-31",0.31893,2957,"AES",2005,"AES","Utilities"
"2006-12-31",0.31024,3326,"AES",2006,"AES","Utilities"
"2007-12-31",0.48205,3030,"AES",2007,"AES","Utilities"
"2008-12-31",0.28149,3336,"AES",2008,"AES","Utilities"
"2009-12-31",0.25547,3150,"AES",2009,"AES","Utilities"
"2010-12-31",0.29406,3572,"AES",2010,"AES","Utilities"
"2011-12-31",0.2919,3743,"AES",2011,"AES","Utilities"
"1999-12-31",0.43746,2068.5,"AET",1999,"Aetna","Health Care"
"2000-12-31",0.37102,1144.1934,"AET",2000,"Aetna","Health Care"
"2001-12-31",0,363.8775,"AET",2001,"Aetna","Health Care"
"2002-12-31",0.27827,646.3,"AET",2002,"Aetna","Health Care"
"2003-12-31",0.35225,1594.5067,"AET",2003,"Aetna","Health Care"
"2004-12-31",0.3601,1863.9415,"AET",2004,"Aetna","Health Care"
"2005-12-31",0.40455,2370.1,"AET",2005,"Aetna","Health Care"
"2006-12-31",0.34834,2576.7,"AET",2006,"Aetna","Health Care"
"2007-12-31",0.34523,3026.5,"AET",2007,"Aetna","Health Care"
"2008-12-31",0.36329,3319.6,"AET",2008,"Aetna","Health Care"
"2009-12-31",0.32855,2181.4,"AET",2009,"Aetna","Health Care"
"2010-12-31",0.33183,2677.8,"AET",2010,"Aetna","Health Care"
"2011-12-31",0.3549,3462,"AET",2011,"Aetna","Health Care"
"1999-12-31",0.3509,0,"AFL",1999,"AFLAC","Financials"
"2002-12-31",0.34567,0,"AFL",2002,"AFLAC","Financials"
"2005-12-31",0.34216,0,"AFL",2005,"AFLAC","Financials"
"2006-12-31",0.34416,0,"AFL",2006,"AFLAC","Financials"
"2007-12-31",0.34601,0,"AFL",2007,"AFLAC","Financials"
"1999-10-31",0.34943,1216,"A",1999,"Agilent Technologies","Health Care"
"2000-10-31",0.34947,1548.0801,"A",2000,"Agilent Technologies","Health Care"
"2001-10-31",0,-835.991,"A",2001,"Agilent Technologies","Health Care"
"2002-10-31",0,-1570.991,"A",2002,"Agilent Technologies","Health Care"
"2003-10-31",0,-328.8408,"A",2003,"Agilent Technologies","Health Care"
"2004-10-31",0.20682,421.7914,"A",2004,"Agilent Technologies","Health Care"
"2005-10-31",0.25289,526,"A",2005,"Agilent Technologies","Health Care"
"2006-10-31",0.33376,625,"A",2006,"Agilent Technologies","Health Care"
"2007-10-31",0.21087,687,"A",2007,"Agilent Technologies","Health Care"
"2008-10-31",0.18085,826,"A",2008,"Agilent Technologies","Health Care"
"2009-10-31",0.6,47,"A",2009,"Agilent Technologies","Health Care"
"2010-10-31",0.01266,566,"A",2010,"Agilent Technologies","Health Care"
"2011-10-31",0.0194,1071,"A",2011,"Agilent Technologies","Health Care"
"1999-12-31",0.34692,348.9,"GAS",1999,"AGL Resources","Utilities"
"2000-12-31",0.34768,386.31061,"GAS",2000,"AGL Resources","Utilities"
"2001-12-31",0.3348,380.0885,"GAS",2001,"AGL Resources","Utilities"
"2002-12-31",0.31034,345.3,"GAS",2002,"AGL Resources","Utilities"
"2003-12-31",0.35212,307.2756,"GAS",2003,"AGL Resources","Utilities"
"2004-12-31",0.3178,176.1365,"GAS",2004,"AGL Resources","Utilities"
"2005-12-31",0.28349,171.8,"GAS",2005,"AGL Resources","Utilities"
"2006-12-31",0.26307,266.4,"GAS",2006,"AGL Resources","Utilities"
"2007-12-31",0.26641,354.8,"GAS",2007,"AGL Resources","Utilities"
"2008-12-31",0.27045,185,"GAS",2008,"AGL Resources","Utilities"
"2009-12-31",0.32453,220.3,"GAS",2009,"AGL Resources","Utilities"
"2010-12-31",0.35897,546,"GAS",2010,"AGL Resources","Utilities"
"2011-12-31",0.4019,565,"GAS",2011,"AGL Resources","Utilities"
"2000-09-30",0.30404,1232.2,"APD",2000,"Air Products & Chemicals","Materials"
"2001-09-30",0.25118,1378.25591,"APD",2001,"Air Products & Chemicals","Materials"
"2002-09-30",0.3069,1393.9106,"APD",2002,"Air Products & Chemicals","Materials"
"2003-09-30",0.34898,765.7,"APD",2003,"Air Products & Chemicals","Materials"
"2004-09-30",0.28291,1370.9222,"APD",2004,"Air Products & Chemicals","Materials"
"2005-09-30",0.26615,851.87,"APD",2005,"Air Products & Chemicals","Materials"
"2006-09-30",0.26391,971.3,"APD",2006,"Air Products & Chemicals","Materials"
"2007-09-30",0.23555,1060,"APD",2007,"Air Products & Chemicals","Materials"
"2008-09-30",0.25028,1355.4,"APD",2008,"Air Products & Chemicals","Materials"
"2009-09-30",0.24702,1500.3,"APD",2009,"Air Products & Chemicals","Materials"
"2010-09-30",0.24792,1154.4,"APD",2010,"Air Products & Chemicals","Materials"
"2011-09-30",0.25826,1451.4,"APD",2011,"Air Products & Chemicals","Materials"
"2012-09-30",0.2488,1634,"APD",2012,"Air Products & Chemicals","Materials"
"2000-03-31",0.42339,204.5,"ARG",2000,"Airgas","Materials"
"2001-03-31",0.42104,205.73007,"ARG",2001,"Airgas","Materials"
"2002-03-31",0.37525,206.4855,"ARG",2002,"Airgas","Materials"
"2003-03-31",0.37673,158.6,"ARG",2003,"Airgas","Materials"
"2004-03-31",0.37206,255.703,"ARG",2004,"Airgas","Materials"
"2005-03-31",0.36778,203.3288,"ARG",2005,"Airgas","Materials"
"2006-03-31",0.37406,271.6,"ARG",2006,"Airgas","Materials"
"2007-03-31",0.38843,341.5,"ARG",2007,"Airgas","Materials"
"2008-03-31",0.38889,476.1,"ARG",2008,"Airgas","Materials"
"2009-03-31",0.3919,524.9,"ARG",2009,"Airgas","Materials"
"2010-03-31",0.37504,399.6,"ARG",2010,"Airgas","Materials"
"2011-03-31",0.385,512.8,"ARG",2011,"Airgas","Materials"
"2012-03-31",0.3633,573,"ARG",2012,"Airgas","Materials"
"1999-12-31",0,-53,"AKAM",1999,"Akamai Technologies","Information Technology"
"2000-12-31",0,-155.49768,"AKAM",2000,"Akamai Technologies","Information Technology"
"2001-12-31",0,-99.4806,"AKAM",2001,"Akamai Technologies","Information Technology"
"2002-12-31",0,-136.6985,"AKAM",2002,"Akamai Technologies","Information Technology"
"2003-12-31",0,30.0824,"AKAM",2003,"Akamai Technologies","Information Technology"
"2004-12-31",0.07496,48.967,"AKAM",2004,"Akamai Technologies","Information Technology"
"2005-12-31",0,73.3,"AKAM",2005,"Akamai Technologies","Information Technology"
"2006-12-31",0.41707,83.1,"AKAM",2006,"Akamai Technologies","Information Technology"
"2007-12-31",0.39974,144.9,"AKAM",2007,"Akamai Technologies","Information Technology"
"2008-12-31",0.38117,212.2,"AKAM",2008,"Akamai Technologies","Information Technology"
"2009-12-31",0.38494,240.6,"AKAM",2009,"Akamai Technologies","Information Technology"
"2010-12-31",0.34742,271,"AKAM",2010,"Akamai Technologies","Information Technology"
"2011-12-31",0.346,291,"AKAM",2011,"Akamai Technologies","Information Technology"
"1999-12-31",0.29908,2821,"AA",1999,"Alcoa","Materials"
"2000-12-31",0.33499,4302.7936,"AA",2000,"Alcoa","Materials"
"2001-12-31",0.33348,3523.0291,"AA",2001,"Alcoa","Materials"
"2002-12-31",0.33813,1539,"AA",2002,"Alcoa","Materials"
"2003-12-31",0.24206,2877.2352,"AA",2003,"Alcoa","Materials"
"2004-12-31",0.25489,2186.2232,"AA",2004,"Alcoa","Materials"
"2005-12-31",0.34576,2398.7,"AA",2005,"Alcoa","Materials"
"2006-12-31",0.25132,4166,"AA",2006,"Alcoa","Materials"
"2007-12-31",0.37752,3511,"AA",2007,"Alcoa","Materials"
"2008-12-31",0.43182,2079,"AA",2008,"Alcoa","Materials"
"2009-12-31",0,-952,"AA",2009,"Alcoa","Materials"
"2010-12-31",0.27007,1254,"AA",2010,"Alcoa","Materials"
"2011-12-31",0.2122,1781,"AA",2011,"Alcoa","Materials"
"1999-12-31",0,-7.1,"ALXN",1999,"Alexion Pharmaceuticals","Health Care"
"2000-12-31",0,-53.08348,"ALXN",2000,"Alexion Pharmaceuticals","Health Care"
"2001-12-31",0,-58.47,"ALXN",2001,"Alexion Pharmaceuticals","Health Care"
"2002-12-31",0,-82.869,"ALXN",2002,"Alexion Pharmaceuticals","Health Care"
"2003-12-31",0,-65.9677,"ALXN",2003,"Alexion Pharmaceuticals","Health Care"
"2004-12-31",0,-113.2745,"ALXN",2004,"Alexion Pharmaceuticals","Health Care"
"2005-12-31",0,-113.2745,"ALXN",2005,"Alexion Pharmaceuticals","Health Care"
"2006-12-31",0,-3.7,"ALXN",2006,"Alexion Pharmaceuticals","Health Care"
"2007-12-31",0,-99.7504,"ALXN",2007,"Alexion Pharmaceuticals","Health Care"
"2008-12-31",0.04552,34.6,"ALXN",2008,"Alexion Pharmaceuticals","Health Care"
"2009-12-31",0.04359,87,"ALXN",2009,"Alexion Pharmaceuticals","Health Care"
"2010-12-31",0.34884,150.6,"ALXN",2010,"Alexion Pharmaceuticals","Health Care"
"2011-12-31",0.2367,231,"ALXN",2011,"Alexion Pharmaceuticals","Health Care"
"1999-12-31",0.3628,284.4,"ATI",1999,"Allegheny Technologies","Materials"
"2000-12-31",0.35981,357.9882,"ATI",2000,"Allegheny Technologies","Materials"
"2001-12-31",0.31398,165.601,"ATI",2001,"Allegheny Technologies","Materials"
"2002-12-31",0,-25,"ATI",2002,"Allegheny Technologies","Materials"
"2003-12-31",0,-110.4318,"ATI",2003,"Allegheny Technologies","Materials"
"2004-12-31",0,11.6293,"ATI",2004,"Allegheny Technologies","Materials"
"2005-12-31",0,350.5,"ATI",2005,"Allegheny Technologies","Materials"
"2006-12-31",0.34204,897.5,"ATI",2006,"Allegheny Technologies","Materials"
"2007-12-31",0.34882,1152.7,"ATI",2007,"Allegheny Technologies","Materials"
"2008-12-31",0.35008,861.2,"ATI",2008,"Allegheny Technologies","Materials"
"2009-12-31",0.37206,92.7,"ATI",2009,"Allegheny Technologies","Materials"
"2010-12-31",0.30072,185.4,"ATI",2010,"Allegheny Technologies","Materials"
"2011-12-31",0.3152,461,"ATI",2011,"Allegheny Technologies","Materials"
"1999-12-31",0.31647,323.4,"AGN",1999,"Allergan","Health Care"
"2000-12-31",0.29114,368.61734,"AGN",2000,"Allergan","Health Care"
"2001-12-31",0.29117,434.394,"AGN",2001,"Allergan","Health Care"
"2002-12-31",0.28205,304.4,"AGN",2002,"Allergan","Health Care"
"2003-12-31",0.28705,497.4804,"AGN",2003,"Allergan","Health Care"
"2004-12-31",0.30088,527.3787,"AGN",2004,"Allergan","Health Care"
"2005-12-31",0.25412,614.7,"AGN",2005,"Allergan","Health Care"
"2006-12-31",0.19203,576.1,"AGN",2006,"Allergan","Health Care"
"2007-12-31",0.27086,821.4,"AGN",2007,"Allergan","Health Care"
"2008-12-31",0.27035,1103.8,"AGN",2008,"Allergan","Health Care"
"2009-12-31",0.28124,1268.4,"AGN",2009,"Allergan","Health Care"
"2010-12-31",0.28677,1426.6,"AGN",2010,"Allergan","Health Care"
"2011-12-31",0.2372,1389,"AGN",2011,"Allergan","Health Care"
"1999-12-31",0.29383,-20389,"ALL",1999,"Allstate","Financials"
"2002-12-31",0.16146,0,"ALL",2002,"Allstate","Financials"
"2005-12-31",0.15469,0,"ALL",2005,"Allstate","Financials"
"2006-12-31",0.3044,0,"ALL",2006,"Allstate","Financials"
"2007-12-31",0.30317,0,"ALL",2007,"Allstate","Financials"
"2004-12-20",0.0821,67.0339,"ANR",2004,"Alpha Natural Resources","Energy"
"2005-12-20",0.21102,118.6,"ANR",2005,"Alpha Natural Resources","Energy"
"2006-12-20",0.23586,157.8,"ANR",2006,"Alpha Natural Resources","Energy"
"2007-12-20",0.23848,74.1,"ANR",2007,"Alpha Natural Resources","Energy"
"2008-12-20",0.28399,260.2,"ANR",2008,"Alpha Natural Resources","Energy"
"2009-12-20",0,328.2,"ANR",2009,"Alpha Natural Resources","Energy"
"2010-12-20",0.25813,400.5,"ANR",2010,"Alpha Natural Resources","Energy"
"2011-12-20",0,176,"ANR",2011,"Alpha Natural Resources","Energy"
"1999-12-31",0.32334,335.4,"ALTR",1999,"Altera","Information Technology"
"2000-12-31",0.31,567.51696,"ALTR",2000,"Altera","Information Technology"
"2001-12-31",0.3,203.2549,"ALTR",2001,"Altera","Information Technology"
"2002-12-31",0.26,97.4,"ALTR",2002,"Altera","Information Technology"
"2003-12-31",0.27,243.445,"ALTR",2003,"Altera","Information Technology"
"2004-12-31",0.22,314.8727,"ALTR",2004,"Altera","Information Technology"
"2005-12-31",0.21905,322.2,"ALTR",2005,"Altera","Information Technology"
"2006-12-31",0.1013,301.1,"ALTR",2006,"Altera","Information Technology"
"2007-12-31",0.141,274.9,"ALTR",2007,"Altera","Information Technology"
"2008-12-31",0.142,404.3,"ALTR",2008,"Altera","Information Technology"
"2009-12-31",0.1783,304.6,"ALTR",2009,"Altera","Information Technology"
"2010-12-31",0.09788,868.4,"ALTR",2010,"Altera","Information Technology"
"2011-12-31",0.0922,849,"ALTR",2011,"Altera","Information Technology"
"1999-12-31",0.39543,15774,"MO",1999,"Altria Group","Consumer Staples"
"2000-12-31",0.3904,16987.2584,"MO",2000,"Altria Group","Consumer Staples"
"2001-12-31",0.37869,19053.0977,"MO",2001,"Altria Group","Consumer Staples"
"2002-12-31",0.35179,17152,"MO",2002,"Altria Group","Consumer Staples"
"2003-12-31",0.34898,16947.4072,"MO",2003,"Altria Group","Consumer Staples"
"2004-12-31",0.32419,16306.039,"MO",2004,"Altria Group","Consumer Staples"
"2005-12-31",0.29919,17357,"MO",2005,"Altria Group","Consumer Staples"
"2006-12-31",0.26312,17931,"MO",2006,"Altria Group","Consumer Staples"
"2007-12-31",0.31459,13699,"MO",2007,"Altria Group","Consumer Staples"
"2008-12-31",0.3375,4924,"MO",2008,"Altria Group","Consumer Staples"
"2009-12-31",0.25302,5903,"MO",2009,"Altria Group","Consumer Staples"
"2010-12-31",0.31732,6008,"MO",2010,"Altria Group","Consumer Staples"
"2011-12-31",0.3922,6043,"MO",2011,"Altria Group","Consumer Staples"
"1999-12-31",0,-315.5,"AMZN",1999,"Amazon","Consumer Discretionary"
"2000-12-31",0,-232.5604,"AMZN",2000,"Amazon","Consumer Discretionary"
"2001-12-31",0,35.0649,"AMZN",2001,"Amazon","Consumer Discretionary"
"2002-12-31",0,111.1,"AMZN",2002,"Amazon","Consumer Discretionary"
"2003-12-31",0,348.9833,"AMZN",2003,"Amazon","Consumer Discretionary"
"2004-12-31",0,432.3087,"AMZN",2004,"Amazon","Consumer Discretionary"
"2005-12-31",0.21963,480,"AMZN",2005,"Amazon","Consumer Discretionary"
"2006-12-31",0.49602,389,"AMZN",2006,"Amazon","Consumer Discretionary"
"2007-12-31",0.27879,664,"AMZN",2007,"Amazon","Consumer Discretionary"
"2008-12-31",0.26092,818,"AMZN",2008,"Amazon","Consumer Discretionary"
"2009-12-31",0.21792,1231,"AMZN",2009,"Amazon","Consumer Discretionary"
"2010-12-31",0.23514,1406,"AMZN",2010,"Amazon","Consumer Discretionary"
"2011-12-31",0.3116,862,"AMZN",2011,"Amazon","Consumer Discretionary"
"1999-12-31",0.39424,1172,"AEE",1999,"Ameren","Utilities"
"2000-12-31",0.39066,1322.5394,"AEE",2000,"Ameren","Utilities"
"2001-12-31",0.38417,1364.017,"AEE",2001,"Ameren","Utilities"
"2002-12-31",0.3888,886,"AEE",2002,"Ameren","Utilities"
"2003-12-31",0.36797,1599.2826,"AEE",2003,"Ameren","Utilities"
"2004-12-31",0.34265,1067.884,"AEE",2004,"Ameren","Utilities"
"2005-12-31",0.356,1284,"AEE",2005,"Ameren","Utilities"
"2006-12-31",0.35813,1093,"AEE",2006,"Ameren","Utilities"
"2007-12-31",0.33469,1342,"AEE",2007,"Ameren","Utilities"
"2008-12-31",0.33677,1362,"AEE",2008,"Ameren","Utilities"
"2009-12-31",0.34728,1416,"AEE",2009,"Ameren","Utilities"
"2010-12-31",0.36808,1505,"AEE",2010,"Ameren","Utilities"
"2011-12-31",0.3725,1366,"AEE",2011,"Ameren","Utilities"
"2000-09-25",0.32828,2019,"AEP",2000,"American Electric Power","Utilities"
"2001-09-25",0.66088,3372.8322,"AEP",2001,"American Electric Power","Utilities"
"2002-09-25",0.36041,3807.7351,"AEP",2002,"American Electric Power","Utilities"
"2003-09-25",0.25211,2130,"AEP",2003,"American Electric Power","Utilities"
"2004-09-25",0.38844,3580.979,"AEP",2004,"American Electric Power","Utilities"
"2005-09-25",0.33119,1990.7437,"AEP",2005,"American Electric Power","Utilities"
"2006-09-25",0.29332,1927,"AEP",2006,"American Electric Power","Utilities"
"2007-09-25",0.33037,2175,"AEP",2007,"American Electric Power","Utilities"
"2008-09-25",0.31084,2319,"AEP",2008,"American Electric Power","Utilities"
"2009-09-25",0.31268,2532,"AEP",2009,"American Electric Power","Utilities"
"2010-09-25",0.2967,2771,"AEP",2010,"American Electric Power","Utilities"
"2011-09-25",0.3484,2717,"AEP",2011,"American Electric Power","Utilities"
"2012-09-25",0.3173,2878,"AEP",2012,"American Electric Power","Utilities"
"1999-12-31",0.2801,4502,"AXP",1999,"American Express","Financials"
"2000-12-31",0.28096,5655.9575,"AXP",2000,"American Express","Financials"
"2001-12-31",0.17855,4293.064,"AXP",2001,"American Express","Financials"
"2002-12-31",0.28334,4809,"AXP",2002,"American Express","Financials"
"2003-12-31",0.29362,5827.6098,"AXP",2003,"American Express","Financials"
"2004-12-31",0.28984,5819.0785,"AXP",2004,"American Express","Financials"
"2005-12-31",0.2902,5168,"AXP",2005,"American Express","Financials"
"2006-12-31",0.3001,6564,"AXP",2006,"American Express","Financials"
"2007-12-31",0.29503,9907,"AXP",2007,"American Express","Financials"
"2008-12-31",0.27012,9379,"AXP",2008,"American Express","Financials"
"2009-12-31",0.2478,8154,"AXP",2009,"American Express","Financials"
"2010-12-31",0.31975,8171,"AXP",2010,"American Express","Financials"
"2011-12-31",0.2957,25502,"AXP",2011,"American Express","Financials"
"1999-12-31",0.29555,-16224,"AIG",1999,"American Intl Group","Financials"
"2002-12-31",0.31802,4127,"AIG",2002,"American Intl Group","Financials"
"2005-12-31",0.28144,0,"AIG",2005,"American Intl Group","Financials"
"2006-12-31",0.30095,0,"AIG",2006,"American Intl Group","Financials"
"2007-12-31",0.22899,0,"AIG",2007,"American Intl Group","Financials"
"1999-12-31",0,91.5,"AMT",1999,"American Tower","Financials"
"2000-12-31",0,181.76616,"AMT",2000,"American Tower","Financials"
"2001-12-31",0,181.8675,"AMT",2001,"American Tower","Financials"
"2002-12-31",0,-15.6,"AMT",2002,"American Tower","Financials"
"2003-12-31",0,344.9642,"AMT",2003,"American Tower","Financials"
"2004-12-31",0,69.9562,"AMT",2004,"American Tower","Financials"
"2005-12-31",0,169.3,"AMT",2005,"American Tower","Financials"
"2006-12-31",0.58918,286.4,"AMT",2006,"American Tower","Financials"
"2007-12-31",0.37782,387.6,"AMT",2007,"American Tower","Financials"
"2008-12-31",0.3644,618,"AMT",2008,"American Tower","Financials"
"2009-12-31",0.43318,691.4,"AMT",2009,"American Tower","Financials"
"2010-12-31",0.32709,784.4,"AMT",2010,"American Tower","Financials"
"2011-12-31",0.2468,920,"AMT",2011,"American Tower","Financials"
"2004-12-31",0.26257,1224.8685,"AMP",2004,"Ameriprise Financial","Financials"
"2005-12-31",0.27688,1124,"AMP",2005,"Ameriprise Financial","Financials"
"2006-12-31",0.20788,1208,"AMP",2006,"Ameriprise Financial","Financials"
"2007-12-31",0.19882,1128,"AMP",2007,"Ameriprise Financial","Financials"
"2008-12-31",0,-262,"AMP",2008,"Ameriprise Financial","Financials"
"2009-12-31",0.19891,1047,"AMP",2009,"Ameriprise Financial","Financials"
"2010-12-31",0.20954,1884,"AMP",2010,"Ameriprise Financial","Financials"
"2011-12-31",0.2563,1702,"AMP",2011,"Ameriprise Financial","Financials"
"2001-09-30",0.38,218.268,"ABC",2001,"AmerisourceBergen","Health Care"
"2002-09-30",0.39701,792.3397,"ABC",2002,"AmerisourceBergen","Health Care"
"2003-09-30",0.39701,731.3,"ABC",2003,"AmerisourceBergen","Health Care"
"2004-09-30",0.3923,951.717,"ABC",2004,"AmerisourceBergen","Health Care"
"2005-09-30",0.384,896.7249,"ABC",2005,"AmerisourceBergen","Health Care"
"2006-09-30",0.37837,664.9,"ABC",2006,"AmerisourceBergen","Health Care"
"2007-09-30",0.36809,768.8,"ABC",2007,"AmerisourceBergen","Health Care"
"2008-09-30",0.37104,822.4,"ABC",2008,"AmerisourceBergen","Health Care"
"2009-09-30",0.3839,827.8,"ABC",2009,"AmerisourceBergen","Health Care"
"2010-09-30",0.37888,883.8,"ABC",2010,"AmerisourceBergen","Health Care"
"2011-09-30",0.38046,1103.6,"ABC",2011,"AmerisourceBergen","Health Care"
"2012-09-30",0.375,1233,"ABC",2012,"AmerisourceBergen","Health Care"
