financialsDate,effectiveTaxRate,earningsBeforeInterestAndTaxes,symbol,financialsYear,company,sector
"2010-12-31",0.29368,5524,"KFT",2010,"Kraft Foods","Consumer Staples"
"2011-12-31",0.27378,6591,"KFT",2011,"Kraft Foods","Consumer Staples"
"2000-02-03",0.3953,3209.4,"KR",2000,"Kroger","Consumer Staples"
"2001-02-03",0.39202,3542.72892,"KR",2001,"Kroger","Consumer Staples"
"2002-02-03",0.38999,3718.7744,"KR",2002,"Kroger","Consumer Staples"
"2003-02-03",0.37449,2684.5,"KR",2003,"Kroger","Consumer Staples"
"2004-02-03",0.37487,3211.3108,"KR",2004,"Kroger","Consumer Staples"
"2005-02-03",0.36218,1746.2888,"KR",2005,"Kroger","Consumer Staples"
"2006-02-03",0.3718,2035,"KR",2006,"Kroger","Consumer Staples"
"2007-02-03",0.36213,2236,"KR",2007,"Kroger","Consumer Staples"
"2008-02-03",0.35359,2301,"KR",2008,"Kroger","Consumer Staples"
"2009-02-03",0.3647,2451,"KR",2009,"Kroger","Consumer Staples"
"2010-02-03",0.35747,2228,"KR",2010,"Kroger","Consumer Staples"
"2011-02-03",0.3466,2182,"KR",2011,"Kroger","Consumer Staples"
"2012-02-03",0.3392,2231,"KR",2012,"Kroger","Consumer Staples"
"1999-12-31",0.38499,204.2,"LLL",1999,"L-3","Industrials"
"2000-12-31",0.38298,302.55984,"LLL",2000,"L-3","Industrials"
"2001-12-31",0.38,362.2776,"LLL",2001,"L-3","Industrials"
"2002-12-31",0.357,453.9,"LLL",2002,"L-3","Industrials"
"2003-12-31",0.36,581.0717,"LLL",2003,"L-3","Industrials"
"2004-12-31",0.36,748.7426,"LLL",2004,"L-3","Industrials"
"2005-12-31",0.35494,996.7,"LLL",2005,"L-3","Industrials"
"2006-12-31",0.36201,1441.5,"LLL",2006,"L-3","Industrials"
"2007-12-31",0.35602,1448.1,"LLL",2007,"L-3","Industrials"
"2008-12-31",0.35098,1450,"LLL",2008,"L-3","Industrials"
"2009-12-31",0.36147,1656,"LLL",2009,"L-3","Industrials"
"2010-12-31",0.34906,1750,"LLL",2010,"L-3","Industrials"
"2011-12-31",0.2711,1641,"LLL",2011,"L-3","Industrials"
"1999-12-31",0.38009,234.2,"LH",1999,"LabCorp","Health Care"
"2000-12-31",0.45733,339.7161,"LH",2000,"LabCorp","Health Care"
"2001-12-31",0.45019,471.5931,"LH",2001,"LabCorp","Health Care"
"2002-12-31",0.41106,476.3,"LH",2002,"LabCorp","Health Care"
"2003-12-31",0.406,709.2772,"LH",2003,"LabCorp","Health Care"
"2004-12-31",0.41004,640.112,"LH",2004,"LabCorp","Health Care"
"2005-12-31",0.39722,686.4,"LH",2005,"LabCorp","Health Care"
"2006-12-31",0.4015,710.6,"LH",2006,"LabCorp","Health Care"
"2007-12-31",0.40567,882.5,"LH",2007,"LabCorp","Health Care"
"2008-12-31",0.39869,981.7,"LH",2008,"LabCorp","Health Care"
"2009-12-31",0.37192,996.4,"LH",2009,"LabCorp","Health Care"
"2010-12-31",0.37572,1063.5,"LH",2010,"LabCorp","Health Care"
"2011-12-31",0.3605,1034,"LH",2011,"LabCorp","Health Care"
"2000-06-30",0.13489,239.9,"LRCX",2000,"Lam Research","Information Technology"
"2001-06-30",0.13489,239.88292,"LRCX",2001,"Lam Research","Information Technology"
"2002-06-30",0.13489,239.8952,"LRCX",2002,"Lam Research","Information Technology"
"2003-06-30",0,3.3,"LRCX",2003,"Lam Research","Information Technology"
"2004-06-30",0.25,144.1286,"LRCX",2004,"Lam Research","Information Technology"
"2005-06-30",0.25,115.9286,"LRCX",2005,"Lam Research","Information Technology"
"2006-06-30",0.23915,406.3,"LRCX",2006,"Lam Research","Information Technology"
"2007-06-30",0.23915,406.3,"LRCX",2007,"Lam Research","Information Technology"
"2008-06-30",0.23442,517.9,"LRCX",2008,"Lam Research","Information Technology"
"2009-06-30",0,-111.5681,"LRCX",2009,"Lam Research","Information Technology"
"2010-06-30",0.19406,425.4,"LRCX",2010,"Lam Research","Information Technology"
"2011-06-30",0.0963,804.2,"LRCX",2011,"Lam Research","Information Technology"
"2012-06-30",0.1746,238,"LRCX",2012,"Lam Research","Information Technology"
"2000-03-31",0.40401,402.8,"LM",2000,"Legg Mason","Financials"
"2001-03-31",0.41227,477.63567,"LM",2001,"Legg Mason","Financials"
"2002-03-31",0.3961,428.7195,"LM",2002,"Legg Mason","Financials"
"2003-03-31",0.38081,395.4,"LM",2003,"Legg Mason","Financials"
"2004-03-31",0.38471,585.456,"LM",2004,"Legg Mason","Financials"
"2005-03-31",0.37995,739.6293,"LM",2005,"Legg Mason","Financials"
"2006-03-31",0.34071,679.7,"LM",2006,"Legg Mason","Financials"
"2007-03-31",0.38091,1028.3,"LM",2007,"Legg Mason","Financials"
"2008-03-31",0.3965,1050.2,"LM",2008,"Legg Mason","Financials"
"2009-03-31",0,-669.2049,"LM",2009,"Legg Mason","Financials"
"2010-03-31",0.36,321.2,"LM",2010,"Legg Mason","Financials"
"2011-03-31",0.32704,386.9,"LM",2011,"Legg Mason","Financials"
"2012-03-31",0.2377,339,"LM",2012,"Legg Mason","Financials"
"1999-12-31",0.37203,678.4,"LEG",1999,"Leggett & Platt","Consumer Discretionary"
"2000-12-31",0.36909,659.83309,"LEG",2000,"Leggett & Platt","Consumer Discretionary"
"2001-12-31",0.36899,558.4072,"LEG",2001,"Leggett & Platt","Consumer Discretionary"
"2002-12-31",0.35873,417.3,"LEG",2002,"Leggett & Platt","Consumer Discretionary"
"2003-12-31",0.34656,520.4405,"LEG",2003,"Leggett & Platt","Consumer Discretionary"
"2004-12-31",0.32466,445.2652,"LEG",2004,"Leggett & Platt","Consumer Discretionary"
"2005-12-31",0.32441,486.7,"LEG",2005,"Leggett & Platt","Consumer Discretionary"
"2006-12-31",0.31172,490.1,"LEG",2006,"Leggett & Platt","Consumer Discretionary"
"2007-12-31",0.6,358,"LEG",2007,"Leggett & Platt","Consumer Discretionary"
"2008-12-31",0.34628,268,"LEG",2008,"Leggett & Platt","Consumer Discretionary"
"2009-12-31",0.38962,246,"LEG",2009,"Leggett & Platt","Consumer Discretionary"
"2010-12-31",0.28229,301.1,"LEG",2010,"Leggett & Platt","Consumer Discretionary"
"2011-12-31",0.2415,283,"LEG",2011,"Leggett & Platt","Consumer Discretionary"
"1999-11-30",0.395,382.1,"LEN",1999,"Lennar","Consumer Discretionary"
"2000-11-30",0.39,518.7114,"LEN",2000,"Lennar","Consumer Discretionary"
"2001-11-30",0.385,847.2977,"LEN",2001,"Lennar","Consumer Discretionary"
"2002-11-30",0.3775,1021.3,"LEN",2002,"Lennar","Consumer Discretionary"
"2003-11-30",0.3775,1307.6357,"LEN",2003,"Lennar","Consumer Discretionary"
"2004-11-30",0.3775,1555.8517,"LEN",2004,"Lennar","Consumer Discretionary"
"2005-11-30",0.3775,2231.4,"LEN",2005,"Lennar","Consumer Discretionary"
"2006-11-30",0.37,923.2,"LEN",2006,"Lennar","Consumer Discretionary"
"2007-11-30",0,-2637.6725,"LEN",2007,"Lennar","Consumer Discretionary"
"2008-11-30",0,-279.0141,"LEN",2008,"Lennar","Consumer Discretionary"
"2009-11-30",0,-460.0473,"LEN",2009,"Lennar","Consumer Discretionary"
"2010-11-30",0,124.3,"LEN",2010,"Lennar","Consumer Discretionary"
"2011-11-30",0.0592,104,"LEN",2011,"Lennar","Consumer Discretionary"
"1999-12-31",0.18286,325.8,"LUK",1999,"Leucadia National","Financials"
"2000-12-31",0.37641,277.3278,"LUK",2000,"Leucadia National","Financials"
"2001-12-31",0,126.3553,"LUK",2001,"Leucadia National","Financials"
"2002-12-31",0,-111.2432,"LUK",2002,"Leucadia National","Financials"
"2003-12-31",0,75.2253,"LUK",2003,"Leucadia National","Financials"
"2004-12-31",0,151.957,"LUK",2004,"Leucadia National","Financials"
"2005-12-31",0,206.5,"LUK",2005,"Leucadia National","Financials"
"2006-12-31",0.31214,213.2,"LUK",2006,"Leucadia National","Financials"
"2007-12-31",0,54.5,"LUK",2007,"Leucadia National","Financials"
"2008-12-31",0,-221.1124,"LUK",2008,"Leucadia National","Financials"
"2009-12-31",0,-101.0589,"LUK",2009,"Leucadia National","Financials"
"2010-12-31",0,-770.8207,"LUK",2010,"Leucadia National","Financials"
"2011-12-31",0.3969,793,"LUK",2011,"Leucadia National","Financials"
"1999-12-31",0.30595,556.7,"LXK",1999,"Lexmark","Information Technology"
"2000-12-31",0.2801,548.208,"LXK",2000,"Lexmark","Information Technology"
"2001-12-31",0.20707,525.017,"LXK",2001,"Lexmark","Information Technology"
"2002-12-31",0.25992,521.5,"LXK",2002,"Lexmark","Information Technology"
"2003-12-31",0.25998,742.6841,"LXK",2003,"Lexmark","Information Technology"
"2004-12-31",0.26497,732.3122,"LXK",2004,"Lexmark","Information Technology"
"2005-12-31",0.26611,533.7,"LXK",2005,"Lexmark","Information Technology"
"2006-12-31",0.27357,567.7,"LXK",2006,"Lexmark","Information Technology"
"2007-12-31",0.13934,347,"LXK",2007,"Lexmark","Information Technology"
"2008-12-31",0.15255,367.7,"LXK",2008,"Lexmark","Information Technology"
"2009-12-31",0.22438,355.8,"LXK",2009,"Lexmark","Information Technology"
"2010-12-31",0.19939,517.9,"LXK",2010,"Lexmark","Information Technology"
"2011-12-31",0.2223,502,"LXK",2011,"Lexmark","Information Technology"
"1999-12-31",0.38088,11.5,"LIFE",1999,"Life Technologies","Health Care"
"2000-12-31",0.38276,15.13455,"LIFE",2000,"Life Technologies","Health Care"
"2001-12-31",0.38179,19.5959,"LIFE",2001,"Life Technologies","Health Care"
"2002-12-31",0.4,13.5,"LIFE",2002,"Life Technologies","Health Care"
"2003-12-31",0.39999,27.8299,"LIFE",2003,"Life Technologies","Health Care"
"2004-12-31",0.36083,19.0942,"LIFE",2004,"Life Technologies","Health Care"
"2007-12-31",0.27074,178.3,"LIFE",2007,"Life Technologies","Health Care"
"2008-12-31",0.28115,456.8,"LIFE",2008,"Life Technologies","Health Care"
"2009-12-31",0.28115,456.8,"LIFE",2009,"Life Technologies","Health Care"
"2010-12-31",0.26724,1031.9,"LIFE",2010,"Life Technologies","Health Care"
"2011-12-31",0.2727,1086,"LIFE",2011,"Life Technologies","Health Care"
"1999-12-31",0.21529,3803.4,"LLY",1999,"Eli Lily","Health Care"
"2000-12-31",0.20311,3995.11716,"LLY",2000,"Eli Lily","Health Care"
"2001-12-31",0.22126,4184.7334,"LLY",2001,"Eli Lily","Health Care"
"2002-12-31",0.21685,3243.7,"LLY",2002,"Eli Lily","Health Care"
"2003-12-31",0.23406,4050.3068,"LLY",2003,"Eli Lily","Health Care"
"2004-12-31",0.22004,3658.2611,"LLY",2004,"Eli Lily","Health Care"
"2005-12-31",0.20627,3648.6,"LLY",2005,"Eli Lily","Health Care"
"2006-12-31",0.20741,4125.4,"LLY",2006,"Eli Lily","Health Care"
"2007-12-31",0.21562,4802.9,"LLY",2007,"Eli Lily","Health Care"
"2008-12-31",0.215,5868.1,"LLY",2008,"Eli Lily","Health Care"
"2009-12-31",0.21,6370,"LLY",2009,"Eli Lily","Health Care"
"2010-12-31",0.22575,7014.2,"LLY",2010,"Eli Lily","Health Care"
"2011-12-31",0.1996,6318,"LLY",2011,"Eli Lily","Health Care"
"2000-12-31",0.44931,1169.6,"LTD",2000,"Limited Brands","Consumer Discretionary"
"2001-12-31",0.43574,1146.8721,"LTD",2001,"Limited Brands","Consumer Discretionary"
"2002-12-31",0.4375,1024.9675,"LTD",2002,"Limited Brands","Consumer Discretionary"
"2003-12-31",0.41217,872,"LTD",2003,"Limited Brands","Consumer Discretionary"
"2004-12-31",0.3904,1246.293,"LTD",2004,"Limited Brands","Consumer Discretionary"
"2005-12-31",0.36706,1027.3968,"LTD",2005,"Limited Brands","Consumer Discretionary"
"2006-12-31",0.3313,986,"LTD",2006,"Limited Brands","Consumer Discretionary"
"2007-12-31",0.38469,1176,"LTD",2007,"Limited Brands","Consumer Discretionary"
"2008-12-31",0.36404,880,"LTD",2008,"Limited Brands","Consumer Discretionary"
"2009-12-31",0.51435,695,"LTD",2009,"Limited Brands","Consumer Discretionary"
"2010-12-31",0.31077,862,"LTD",2010,"Limited Brands","Consumer Discretionary"
"2011-12-31",0.35651,1290,"LTD",2011,"Limited Brands","Consumer Discretionary"
"2012-12-31",0.3073,1359,"LTD",2012,"Limited Brands","Consumer Discretionary"
"1999-12-31",0.28,484.5,"LNC",1999,"Lincoln National","Financials"
"2002-12-31",0.10736,275.3,"LNC",2002,"Lincoln National","Financials"
"2005-12-31",0.24197,308.4,"LNC",2005,"Lincoln National","Financials"
"2006-12-31",0.27328,1406,"LNC",2006,"Lincoln National","Financials"
"2007-12-31",0.31851,1945,"LNC",2007,"Lincoln National","Financials"
"2008-12-31",0.22773,2096,"LNC",2008,"Lincoln National","Financials"
"2009-12-31",0,2064,"LNC",2009,"Lincoln National","Financials"
"2010-12-31",0.27306,2176,"LNC",2010,"Lincoln National","Financials"
"2011-12-31",0.2802,2294,"LNC",2011,"Lincoln National","Financials"
"2000-07-03",0.31,399.4,"LLTC",2000,"Linear Technology","Information Technology"
"2001-07-03",0.3,582.1011,"LLTC",2001,"Linear Technology","Information Technology"
"2002-07-03",0.29,271.3609,"LLTC",2002,"Linear Technology","Information Technology"
"2003-07-03",0.29,294.5,"LLTC",2003,"Linear Technology","Information Technology"
"2004-07-03",0.29,485.5102,"LLTC",2004,"Linear Technology","Information Technology"
"2005-07-03",0.3,589.6275,"LLTC",2005,"Linear Technology","Information Technology"
"2006-07-03",0.305,563.9,"LLTC",2006,"Linear Technology","Information Technology"
"2007-07-03",0.27767,524.3,"LLTC",2007,"Linear Technology","Information Technology"
"2008-07-03",0.28346,568.7,"LLTC",2008,"Linear Technology","Information Technology"
"2009-07-03",0.28346,568.7,"LLTC",2009,"Linear Technology","Information Technology"
"2010-07-03",0.25769,563.4,"LLTC",2010,"Linear Technology","Information Technology"
"2011-07-03",0.19764,767.3,"LLTC",2011,"Linear Technology","Information Technology"
"2012-07-03",0.2571,582,"LLTC",2012,"Linear Technology","Information Technology"
"1999-12-31",0.39537,2614,"LMT",1999,"Lockheed Martin","Industrials"
"2000-12-31",0.47636,2548.0974,"LMT",2000,"Lockheed Martin","Industrials"
"2001-12-31",0.37081,2386.0454,"LMT",2001,"Lockheed Martin","Industrials"
"2002-12-31",0.30541,1949,"LMT",2002,"Lockheed Martin","Industrials"
"2003-12-31",0.31266,2584.1088,"LMT",2003,"Lockheed Martin","Industrials"
"2004-12-31",0.23918,1969.3714,"LMT",2004,"Lockheed Martin","Industrials"
"2005-12-31",0.29922,2567,"LMT",2005,"Lockheed Martin","Industrials"
"2006-12-31",0.31112,3434,"LMT",2006,"Lockheed Martin","Industrials"
"2007-12-31",0.31501,4234,"LMT",2007,"Lockheed Martin","Industrials"
"2008-12-31",0.31582,4649,"LMT",2008,"Lockheed Martin","Industrials"
"2009-12-31",0.29412,4224,"LMT",2009,"Lockheed Martin","Industrials"
"2010-12-31",0.30868,4798,"LMT",2010,"Lockheed Martin","Industrials"
"2011-12-31",0.2655,3704,"LMT",2011,"Lockheed Martin","Industrials"
"1999-12-31",0.35687,451.3,"L",1999,"Loews","Financials"
"2001-12-31",0,245.0004,"L",2001,"Loews","Financials"
"2002-12-31",0,-184,"L",2002,"Loews","Financials"
"2003-12-31",0,-445.8996,"L",2003,"Loews","Financials"
"2004-12-31",0.48765,742.0168,"L",2004,"Loews","Financials"
"2007-12-31",0.32361,4893,"L",2007,"Loews","Financials"
"2008-12-31",0.29156,2228,"L",2008,"Loews","Financials"
"2009-12-31",0.26907,3031,"L",2009,"Loews","Financials"
"2010-12-31",0.31478,3892,"L",2010,"Loews","Financials"
"2011-12-31",0.2439,2806,"L",2011,"Loews","Financials"
"2008-12-31",0.38145,1415,"LO",2008,"Lorillard","Consumer Staples"
"2009-12-31",0.37591,1541,"LO",2009,"Lorillard","Consumer Staples"
"2010-12-31",0.37064,1725,"LO",2010,"Lorillard","Consumer Staples"
"2011-12-31",0.3782,1892,"LO",2011,"Lorillard","Consumer Staples"
"2000-02-01",0.36552,1608.2,"LOW",2000,"Lowe's","Consumer Discretionary"
"2001-02-01",0.368,1810.25704,"LOW",2001,"Lowe's","Consumer Discretionary"
"2002-02-01",0.37001,2331.8374,"LOW",2002,"Lowe's","Consumer Discretionary"
"2003-02-01",0.37643,2541,"LOW",2003,"Lowe's","Consumer Discretionary"
"2004-02-01",0.37892,3959.5992,"LOW",2004,"Lowe's","Consumer Discretionary"
"2005-02-01",0.38462,3710.928,"LOW",2005,"Lowe's","Consumer Discretionary"
"2006-02-01",0.38504,4664,"LOW",2006,"Lowe's","Consumer Discretionary"
"2007-02-01",0.37875,5152,"LOW",2007,"Lowe's","Consumer Discretionary"
"2008-02-01",0.3773,4705,"LOW",2008,"Lowe's","Consumer Discretionary"
"2009-02-01",0.37393,3786,"LOW",2009,"Lowe's","Consumer Discretionary"
"2010-02-01",0.36885,3112,"LOW",2010,"Lowe's","Consumer Discretionary"
"2011-02-01",0.38072,3560,"LOW",2011,"Lowe's","Consumer Discretionary"
"2012-02-01",0.3672,3277,"LOW",2012,"Lowe's","Consumer Discretionary"
"1999-12-31",0.29,567.9,"LSI",1999,"LSI","Information Technology"
"2000-12-31",0.25,825.96409,"LSI",2000,"LSI","Information Technology"
"2001-12-31",0,52.7802,"LSI",2001,"LSI","Information Technology"
"2002-12-31",0,-70.3,"LSI",2002,"LSI","Information Technology"
"2003-12-31",0,273.097,"LSI",2003,"LSI","Information Technology"
"2004-12-31",0.23363,62.1091,"LSI",2004,"LSI","Information Technology"
"2005-12-31",0.12318,193.7,"LSI",2005,"LSI","Information Technology"
"2006-12-31",0.06132,186.2,"LSI",2006,"LSI","Information Technology"
"2007-12-31",0,107.6,"LSI",2007,"LSI","Information Technology"
"2008-12-31",0.11743,237.3,"LSI",2008,"LSI","Information Technology"
"2009-12-31",0,85.2,"LSI",2009,"LSI","Information Technology"
"2010-12-31",0.01863,282.7,"LSI",2010,"LSI","Information Technology"
"2011-12-31",0.0403,91,"LSI",2011,"LSI","Information Technology"
"1999-12-31",0.36501,969.7,"MTB",1999,"M&T Bank","Financials"
"2002-12-31",0.32295,1541,"MTB",2002,"M&T Bank","Financials"
"2005-12-31",0.33199,2359.6,"MTB",2005,"M&T Bank","Financials"
"2006-12-31",0.31864,2551.7,"MTB",2006,"M&T Bank","Financials"
"2007-12-31",0.32098,2610.2,"MTB",2007,"M&T Bank","Financials"
"2008-12-31",0.24858,2593.6,"MTB",2008,"M&T Bank","Financials"
"2009-12-31",0.26844,2449.1,"MTB",2009,"M&T Bank","Financials"
"2010-12-31",0.32635,2650.5,"MTB",2010,"M&T Bank","Financials"
"2011-12-31",0.2869,3014,"MTB",2011,"M&T Bank","Financials"
"2007-01-29",0.37254,2273,"M",2007,"Macy's","Consumer Discretionary"
"2008-01-29",0.36972,2082,"M",2008,"Macy's","Consumer Discretionary"
"2009-01-29",0.35511,1402,"M",2009,"Macy's","Consumer Discretionary"
"2010-01-29",0.33742,1454,"M",2010,"Macy's","Consumer Discretionary"
"2011-01-29",0.35539,1919,"M",2011,"Macy's","Consumer Discretionary"
"2012-01-29",0.3628,2386,"M",2012,"Macy's","Consumer Discretionary"
"1999-12-31",0.34043,2112,"MRO",1999,"Marathon Oil","Energy"
"2000-12-31",0.38592,3759.4999,"MRO",2000,"Marathon Oil","Energy"
"2001-12-31",0.36543,4215.0083,"MRO",2001,"Marathon Oil","Energy"
"2002-12-31",0.40861,1393,"MRO",2002,"Marathon Oil","Energy"
"2003-12-31",0.36591,3473.4066,"MRO",2003,"Marathon Oil","Energy"
"2004-12-31",0.36583,2447.962,"MRO",2004,"Marathon Oil","Energy"
"2005-12-31",0.36185,4940,"MRO",2005,"Marathon Oil","Energy"
"2006-12-31",0.44777,7892,"MRO",2006,"Marathon Oil","Energy"
"2007-12-31",0.45174,5985,"MRO",2007,"Marathon Oil","Energy"
"2008-12-31",0.49405,7059,"MRO",2008,"Marathon Oil","Energy"
"2009-12-31",0.6,2921,"MRO",2009,"Marathon Oil","Energy"
"2011-12-31",0.6,4813,"MRO",2011,"Marathon Oil","Energy"
"2011-12-31",0.3576,3624,"MPC",2011,"Marathon Petroleum","Energy"
"1999-12-31",0.37278,867,"MAR",1999,"Marriott","Consumer Discretionary"
"2000-12-31",0.36724,996.6915,"MAR",2000,"Marriott","Consumer Discretionary"
"2001-12-31",0.37936,944.0424,"MAR",2001,"Marriott","Consumer Discretionary"
"2002-12-31",0.04141,447,"MAR",2002,"Marriott","Consumer Discretionary"
"2003-12-31",0,508.3896,"MAR",2003,"Marriott","Consumer Discretionary"
"2004-12-31",0.15291,777.2466,"MAR",2004,"Marriott","Consumer Discretionary"
"2005-12-31",0.15942,555,"MAR",2005,"Marriott","Consumer Discretionary"
"2006-12-31",0.28686,1011,"MAR",2006,"Marriott","Consumer Discretionary"
"2007-12-31",0.38935,1281.5,"MAR",2007,"Marriott","Consumer Discretionary"
"2008-12-31",0.33494,902.4,"MAR",2008,"Marriott","Consumer Discretionary"
"2009-12-31",0.16539,513,"MAR",2009,"Marriott","Consumer Discretionary"
"2010-12-31",0.11837,695,"MAR",2010,"Marriott","Consumer Discretionary"
"2011-12-31",0.2712,850,"MAR",2011,"Marriott","Consumer Discretionary"
"1999-12-31",0.39457,2196,"MMC",1999,"Marsh & McLennan","Financials"
"2000-12-31",0.38517,2667.2282,"MMC",2000,"Marsh & McLennan","Financials"
"2001-12-31",0.27198,2222.3599,"MMC",2001,"Marsh & McLennan","Financials"
"2002-12-31",0.35021,2274,"MMC",2002,"Marsh & McLennan","Financials"
"2003-12-31",0.32976,2886.5708,"MMC",2003,"Marsh & McLennan","Financials"
"2004-12-31",0.57556,648.0372,"MMC",2004,"Marsh & McLennan","Financials"
"2005-12-31",0.28306,856,"MMC",2005,"Marsh & McLennan","Financials"
"2006-12-31",0.31829,1458,"MMC",2006,"Marsh & McLennan","Financials"
"2007-12-31",0.34829,1019,"MMC",2007,"Marsh & McLennan","Financials"
"2008-12-31",0.6,247,"MMC",2008,"Marsh & McLennan","Financials"
"2009-12-31",0.06856,509,"MMC",2009,"Marsh & McLennan","Financials"
"2010-12-31",0.26528,939,"MMC",2010,"Marsh & McLennan","Financials"
"2011-12-31",0.3006,1638,"MMC",2011,"Marsh & McLennan","Financials"
"1999-12-31",0.37,1294,"MAS",1999,"Masco","Industrials"
"2000-12-31",0.33767,1295.0484,"MAS",2000,"Masco","Industrials"
"2001-12-31",0.34657,1309.2806,"MAS",2001,"Masco","Industrials"
"2002-12-31",0.34204,1461.9,"MAS",2002,"Masco","Industrials"
"2003-12-31",0.3798,1839.4352,"MAS",2003,"Masco","Industrials"
"2004-12-31",0.36973,1919.6608,"MAS",2004,"Masco","Industrials"
"2005-12-31",0.36686,1640,"MAS",2005,"Masco","Industrials"
"2006-12-31",0.33549,1513,"MAS",2006,"Masco","Industrials"
"2007-12-31",0.35525,1186,"MAS",2007,"Masco","Industrials"
"2008-12-31",0.50882,624,"MAS",2008,"Masco","Industrials"
"2009-12-31",0.09917,317,"MAS",2009,"Masco","Industrials"
"2010-12-31",0.52284,441,"MAS",2010,"Masco","Industrials"
"2011-12-31",0.3608,329,"MAS",2011,"Masco","Industrials"
"2005-12-31",0.38493,468.4,"MA",2005,"Mastercard","Information Technology"
"2006-12-31",0.34799,669.2,"MA",2006,"Mastercard","Information Technology"
"2007-12-31",0.35033,1131.6,"MA",2007,"Mastercard","Information Technology"
"2008-12-31",0.40099,1806.3,"MA",2008,"Mastercard","Information Technology"
"2009-12-31",0.34058,2260.1,"MA",2009,"Mastercard","Information Technology"
"2010-12-31",0.33007,2752,"MA",2010,"Mastercard","Information Technology"
"2011-12-31",0.3177,3483,"MA",2011,"Mastercard","Information Technology"
"1999-12-31",0.2237,670.9,"MAT",1999,"Mattel","Consumer Discretionary"
"2000-12-31",0.27633,704.22092,"MAT",2000,"Mattel","Consumer Discretionary"
"2001-12-31",0.26784,931.7958,"MAT",2001,"Mattel","Consumer Discretionary"
"2002-12-31",0.273,776.7,"MAT",2002,"Mattel","Consumer Discretionary"
"2003-12-31",0.26046,1000.4522,"MAT",2003,"Mattel","Consumer Discretionary"
"2004-12-31",0.27078,730.9012,"MAT",2004,"Mattel","Consumer Discretionary"
"2005-12-31",0.25555,664.5,"MAT",2005,"Mattel","Consumer Discretionary"
"2006-12-31",0.19627,728.8,"MAT",2006,"Mattel","Consumer Discretionary"
"2007-12-31",0.14701,730.1,"MAT",2007,"Mattel","Consumer Discretionary"
"2008-12-31",0.222,541.8,"MAT",2008,"Mattel","Consumer Discretionary"
"2009-12-31",0.19899,731.2,"MAT",2009,"Mattel","Consumer Discretionary"
"2010-12-31",0.19126,901.9,"MAT",2010,"Mattel","Consumer Discretionary"
"2011-12-31",0.2083,1041,"MAT",2011,"Mattel","Consumer Discretionary"
"1999-11-30",0.35917,253.3,"MKC",1999,"McCormick & Company","Consumer Staples"
"2000-11-30",0.35806,287.30955,"MKC",2000,"McCormick & Company","Consumer Staples"
"2001-11-30",0.32837,324.3883,"MKC",2001,"McCormick & Company","Consumer Staples"
"2002-11-30",0.31644,285.7,"MKC",2002,"McCormick & Company","Consumer Staples"
"2003-11-30",0.30889,366.3134,"MKC",2003,"McCormick & Company","Consumer Staples"
"2004-11-30",0.30106,330.171,"MKC",2004,"McCormick & Company","Consumer Staples"
"2005-11-30",0.32779,354.7,"MKC",2005,"McCormick & Company","Consumer Staples"
"2006-11-30",0.20548,342,"MKC",2006,"McCormick & Company","Consumer Staples"
"2007-11-30",0.23352,384.9,"MKC",2007,"McCormick & Company","Consumer Staples"
"2008-11-30",0.25521,417.6,"MKC",2008,"McCormick & Company","Consumer Staples"
"2009-11-30",0.30371,480.6,"MKC",2009,"McCormick & Company","Consumer Staples"
"2010-11-30",0.28507,509.8,"MKC",2010,"McCormick & Company","Consumer Staples"
"2011-11-30",0.2902,540,"MKC",2011,"McCormick & Company","Consumer Staples"
"1999-12-31",0.32461,4151.8,"MCD",1999,"McDonald's","Consumer Discretionary"
"2000-12-31",0.31399,4143.2887,"MCD",2000,"McDonald's","Consumer Discretionary"
"2001-12-31",0.29928,4040.7737,"MCD",2001,"McDonald's","Consumer Discretionary"
"2002-12-31",0.32732,2966.1,"MCD",2002,"McDonald's","Consumer Discretionary"
"2003-12-31",0.335,4387.968,"MCD",2003,"McDonald's","Consumer Discretionary"
"2004-12-31",0.28325,3816.8291,"MCD",2004,"McDonald's","Consumer Discretionary"
"2005-12-31",0.31503,4103.6,"MCD",2005,"McDonald's","Consumer Discretionary"
"2006-12-31",0.31044,4445.1,"MCD",2006,"McDonald's","Consumer Discretionary"
"2007-12-31",0.01386,3867.9,"MCD",2007,"McDonald's","Consumer Discretionary"
"2008-12-31",0.31778,6442.9,"MCD",2008,"McDonald's","Consumer Discretionary"
"2009-12-31",0.30369,6557.6,"MCD",2009,"McDonald's","Consumer Discretionary"
"2010-12-31",0.293,7304,"MCD",2010,"McDonald's","Consumer Discretionary"
"2011-12-31",0.3132,8293,"MCD",2011,"McDonald's","Consumer Discretionary"
"2000-12-31",0.38997,984.4,"MHP",2000,"McGraw-Hill","Consumer Discretionary"
"2001-12-31",0.38499,1128.0435,"MHP",2001,"McGraw-Hill","Consumer Discretionary"
"2002-12-31",0.38498,1044.5021,"MHP",2002,"McGraw-Hill","Consumer Discretionary"
"2003-12-31",0.36274,908.2,"MHP",2003,"McGraw-Hill","Consumer Discretionary"
"2004-12-31",0.36994,1369.1924,"MHP",2004,"McGraw-Hill","Consumer Discretionary"
"2005-12-31",0.37001,1174.5742,"MHP",2005,"McGraw-Hill","Consumer Discretionary"
