"Date","Effective Tax Rate","Earnings Before Interest and Taxes","symbol"
2003-01-31,0.40501,45.4,"URBN"
2004-01-31,0.405,103.154,"URBN"
2005-01-31,0.3979,156.0934,"URBN"
2006-01-31,0.38419,207.7,"URBN"
2007-01-31,0.31707,164,"URBN"
2008-01-31,0.31641,225,"URBN"
2009-01-31,0.35583,299.5,"URBN"
2010-01-31,0.36153,339,"URBN"
2011-01-31,0.34575,414.2,"URBN"
2012-01-31,0.3586,285,"URBN"
1999-12-31,0.38506,843.9,"VFC"
2000-12-31,0.37651,819.65054,"VFC"
2001-12-31,0.38387,764.4104,"VFC"
2002-12-31,0.32405,599.6,"VFC"
2003-12-31,0.33513,717.5797,"VFC"
2004-12-31,0.3334,733.7027,"VFC"
2005-12-31,0.32729,828.1,"VFC"
2006-12-31,0.3116,826.1,"VFC"
2007-12-31,0.32098,958,"VFC"
2008-12-31,0.30882,986,"VFC"
2009-12-31,0.26238,858.8,"VFC"
2010-12-31,0.25912,1032.6,"VFC"
2011-12-31,0.2426,1258,"VFC"
1999-12-31,0.29227,161.6,"VLO"
2000-12-31,0.35799,723.28523,"VLO"
2001-12-31,0.37023,1138.7882,"VLO"
2002-12-31,0.38878,470.9,"VLO"
2003-12-31,0.37006,1731.3682,"VLO"
2004-12-31,0.33442,2980.9658,"VLO"
2005-12-31,0.32086,6080,"VLO"
2006-12-31,0.33202,8010,"VLO"
2007-12-31,0.32129,6918,"VLO"
2008-12-31,0.6,4327,"VLO"
2009-12-31,0,172,"VLO"
2010-12-31,0.38385,1876,"VLO"
2011-12-31,0.3691,3680,"VLO"
2000-09-27,0.54828,55.2,"VAR"
2001-09-27,0.37497,107.73114,"VAR"
2002-09-27,0.35998,164.0627,"VAR"
2003-09-27,0.35998,145,"VAR"
2004-09-27,0.35001,217.7986,"VAR"
2005-09-27,0.35002,255.952,"VAR"
2006-09-27,0.33001,305,"VAR"
2007-09-27,0.29936,309.3,"VAR"
2008-09-27,0.30094,335.2,"VAR"
2009-09-27,0.30695,419.5,"VAR"
2010-09-27,0.30163,474.2,"VAR"
2011-09-27,0.31045,534.2,"VAR"
2012-09-27,0.3059,589,"VAR"
1999-12-31,0,0,"VTR"
2002-12-31,0,0,"VTR"
2005-12-31,0,0,"VTR"
2006-12-31,0,0,"VTR"
2007-12-31,0,0,"VTR"
1999-12-31,-0.29032258064516,2.1,"VRSN"
2000-12-31,0,16.47556,"VRSN"
2001-12-31,0,217.6922,"VRSN"
2002-12-31,0.05722,181.6,"VRSN"
2003-12-31,0.22944,303.7824,"VRSN"
2004-12-31,0.129,236.004,"VRSN"
2005-12-31,0.1482,436.5,"VRSN"
2006-12-31,0,608.3,"VRSN"
2007-12-31,0.05384,186.9,"VRSN"
2008-12-31,0,310.4,"VRSN"
2009-12-31,0.28478,342.1,"VRSN"
2010-12-31,0.26556,249.1,"VRSN"
2011-12-31,0.2843,345,"VRSN"
1999-12-31,0.37798,14716,"VZ"
2000-12-31,0.33993,23702.1741,"VZ"
2001-12-31,0.39841,35393.6758,"VZ"
2002-12-31,0.30481,18268,"VZ"
2003-12-31,0.31412,27290.5056,"VZ"
2004-12-31,0.28194,13120.5136,"VZ"
2005-12-31,0.30942,14470,"VZ"
2006-12-31,0.33256,14214,"VZ"
2007-12-31,0.35589,16727,"VZ"
2008-12-31,0.34418,18067,"VZ"
2009-12-31,0.33101,19480,"VZ"
2010-12-31,0.1946,19250,"VZ"
2011-12-31,0.0271,16665,"VZ"
2002-09-30,1.06661,4666.6216,"VIAB"
2003-09-30,0.38801,4596.7,"VIAB"
2004-09-30,0.40566,5917.8877,"VIAB"
2005-09-30,0.35831,5028.8133,"VIAB"
2006-09-30,0.43819,2469.4,"VIAB"
2007-09-30,0.38132,2860.5,"VIAB"
2008-09-30,0.37379,3193.7,"VIAB"
2009-09-30,0.19872,2523,"VIAB"
2010-09-30,0.37383,2997,"VIAB"
2011-09-30,0.34292,3854,"VIAB"
2008-09-30,0,0,"V"
2009-09-30,0.23835,2702,"V"
2010-09-30,0.42694,3538,"V"
2011-09-30,0.36093,4589,"V"
2012-09-30,0.3554,5456,"V"
1999-12-31,0,374.7,"VNO"
2000-12-31,0,460.27785,"VNO"
2001-12-31,0,514.2269,"VNO"
2002-12-31,0,561.7,"VNO"
2003-12-31,0,796.9436,"VNO"
2004-12-31,0,637.8961,"VNO"
2005-12-31,0.19633162142333,724.6,"VNO"
2006-12-31,0.12293830177153,726.9,"VNO"
2007-12-31,0.01792,865.8,"VNO"
2008-12-31,0,895.5,"VNO"
2009-12-31,0.21316,795.8,"VNO"
2010-12-31,0.02993,805.9,"VNO"
2011-12-31,0.0299,806,"VNO"
1999-12-31,0.3182,587.9,"VMC"
2000-12-31,0.3002,599.00468,"VMC"
2001-12-31,0.31204,682.458,"VMC"
2002-12-31,0.26099,292.6,"VMC"
2003-12-31,0.28248,602.324,"VMC"
2004-12-31,0.29851,865.561,"VMC"
2005-12-31,0.28403,475.9,"VMC"
2006-12-31,0.32122,667.6,"VMC"
2007-12-31,0.29553,661.3,"VMC"
2008-12-31,0.28654,407.1,"VMC"
2009-12-31,0,124.4,"VMC"
2010-12-31,0,-26.8,"VMC"
2011-12-31,0,-6,"VMC"
2000-01-31,0.36744,10895,"WMT"
2001-01-31,0.36497,12398.1192,"WMT"
2002-01-31,0.36249,13416.418,"WMT"
2003-01-31,0.35278,11643,"WMT"
2004-01-31,0.3606,16533.2205,"WMT"
2005-01-31,0.34704,14334.0854,"WMT"
2006-01-31,0.34681,15303,"WMT"
2007-01-31,0.33557,16839,"WMT"
2008-01-31,0.34201,17723,"WMT"
2009-01-31,0.34156,18816,"WMT"
2010-01-31,0.34081,21042,"WMT"
2011-01-31,0.34043,25542,"WMT"
2012-01-31,0.3337,26490,"WMT"
2000-08-31,0.38494,1454.2,"WAG"
2001-08-31,0.37741,1666.9771,"WAG"
2002-08-31,0.37751,1931.3853,"WAG"
2003-08-31,0.37749,1848.3,"WAG"
2004-08-31,0.37499,2546.8068,"WAG"
2005-08-31,0.36492,2425.5903,"WAG"
2006-08-31,0.36437,2701.5,"WAG"
2007-08-31,0.36437,2701.5,"WAG"
2008-08-31,0.35991,3150.7,"WAG"
2009-08-31,0.36599,3247,"WAG"
2010-08-31,0.36733,3458,"WAG"
2011-08-31,0.37536,3931,"WAG"
2012-08-31,0.3754,3931,"WAG"
2000-09-27,0.42922,4342,"DIS"
2001-09-27,0.41077,5319.252,"DIS"
2002-09-27,0.41108,3311.0068,"DIS"
2003-09-27,0.34758,2713,"DIS"
2004-09-27,0.35183,5258.592,"DIS"
2005-09-27,0.35183,4048.592,"DIS"
2006-09-27,0.34204,5478,"DIS"
2007-09-27,0.37195,6781,"DIS"
2008-09-27,0.37195,6781,"DIS"
2009-09-27,0.3664,7404,"DIS"
2010-09-27,0.36123,5697,"DIS"
2011-09-27,0.35104,6726,"DIS"
2012-09-27,0.3449,7781,"DIS"
2000-12-31,0.39852,551.3,"WPO"
2001-12-31,0.40632,520.53118,"WPO"
2002-12-31,0.47002,437.1762,"WPO"
2003-12-31,0.39256,394.1,"WPO"
2004-12-31,0.37277,497.3753,"WPO"
2005-12-31,0.38659,563.1027,"WPO"
2006-12-31,0.37021,514.9,"WPO"
2007-12-31,0.36522,459.8,"WPO"
2008-12-31,0.40012,477,"WPO"
2009-12-31,0.36814,309.7,"WPO"
2010-12-31,0.3871,219.4,"WPO"
2011-12-31,0.41381,849.2,"WPO"
2012-12-31,0.4425,336,"WPO"
1999-12-31,0.36999,7587.1,"WM"
2002-12-31,0.36692,9987,"WM"
2005-12-31,0.36889,9728,"WM"
2006-12-31,0.34717,11214,"WM"
2008-12-31,0.38098,2207,"WM"
2009-12-31,0.34861,2029,"WM"
2010-12-31,0.35009,2036,"WM"
2011-12-31,0.3361,2097,"WM"
1999-12-31,0.26985,205.3,"WAT"
2000-12-31,0.26019,246.56051,"WAT"
2001-12-31,0.1586,265.6156,"WAT"
2002-12-31,0.2048,217.8,"WAT"
2003-12-31,0.23,258.8098,"WAT"
2004-12-31,0.20838,284.2883,"WAT"
2005-12-31,0.17697,291.3,"WAT"
2006-12-31,0.15443,309.1,"WAT"
2007-12-31,0.17055,365.6,"WAT"
2008-12-31,0.17896,415.5,"WAT"
2009-12-31,0.16381,405.2,"WAT"
2010-12-31,0.12812,460.3,"WAT"
2011-12-31,0.1498,538,"WAT"
2000-12-31,0.34305,301.9,"WPI"
2001-12-31,0.30468,249.21165,"WPI"
2002-12-31,0.35121,403.9733,"WPI"
2003-12-31,0.37029,299.5,"WPI"
2004-12-31,0.36221,439.205,"WPI"
2005-12-31,0.36379,311.9811,"WPI"
2006-12-31,0.36835,243.6,"WPI"
2007-12-31,0.37193,168.6,"WPI"
2008-12-31,0.37175,273.4,"WPI"
2009-12-31,0.35925,373.1,"WPI"
2010-12-31,0.36687,486.3,"WPI"
2011-12-31,0.36757,543.9,"WPI"
2012-12-31,0.3546,615,"WPI"
1999-12-31,0.39011,617.1,"WLP"
2000-12-31,0.39344,709.7101,"WLP"
2001-12-31,0.4063,933.3915,"WLP"
2002-12-31,0.40013,1278.9,"WLP"
2003-12-31,0.36604,1349.4745,"WLP"
2004-12-31,0.34935,1500.9983,"WLP"
2005-12-31,0.41266,4105.3,"WLP"
2006-12-31,0.37594,5615.3,"WLP"
2007-12-31,0.36374,5996.5,"WLP"
2008-12-31,0.20231,4347.8,"WLP"
2009-12-31,0.35885,4598.4,"WLP"
2010-12-31,0.33688,4077.5,"WLP"
2011-12-31,0.3313,4388,"WLP"
1999-12-31,0.37004,14642,"WFC"
2002-12-31,0.35509,19182,"WFC"
2005-12-31,0.33573,26104,"WFC"
2006-12-31,0.33448,28878,"WFC"
2007-12-31,0.30704,32073,"WFC"
2008-12-31,0.18483,34191,"WFC"
2009-12-31,0.2962,68395,"WFC"
2010-12-31,0.33356,63205,"WFC"
2011-12-31,0.3147,57655,"WFC"
2000-06-28,0,-300.8,"WDC"
2001-06-28,0,-300.88312,"WDC"
2002-06-28,0,17.9908,"WDC"
2003-06-28,0.04073,205.3,"WDC"
2004-06-28,0.04073,255.8108,"WDC"
2005-06-28,0.02875,204.798,"WDC"
2006-06-28,0.0255,352.8,"WDC"
2007-06-28,0,242,"WDC"
2008-06-28,0,242,"WDC"
2009-06-28,0.10459,1115,"WDC"
2010-06-28,0.09079,1525,"WDC"
2011-06-28,0.06844,790,"WDC"
2012-06-28,0.0726,2065,"WDC"
2005-12-31,0,0,"WU"
2006-12-31,0.31541,1311.4,"WU"
2007-12-31,0.29867,1322,"WU"
2008-12-31,0.25809,1355,"WU"
2009-12-31,0.24988,1354.6,"WU"
2010-12-31,0.20544,1350.4,"WU"
2011-12-31,0.2488,1432,"WU"
1999-12-31,0.36474,1870,"WY"
2000-12-31,0.3682,2566.388,"WY"
2001-12-31,0.32884,1710.0557,"WY"
2002-12-31,0.34868,1148,"WY"
2003-12-31,0.28996,2587.4646,"WY"
2004-12-31,0.34441,2440.39,"WY"
2005-12-31,0.37739,2074,"WY"
2006-12-31,0.3193,1672,"WY"
2007-12-31,0.02941,716,"WY"
2008-12-31,0,-1937.6186,"WY"
2009-12-31,0,-447,"WY"
2010-12-31,0,448,"WY"
2011-12-31,0,594,"WY"
1999-12-31,0.38327,1292,"WHR"
2000-12-31,0.34662,1206.9925,"WHR"
2001-12-31,0.345,1208.9933,"WHR"
2002-12-31,0.28125,837,"WHR"
2003-12-31,0.34969,1279.6976,"WHR"
2004-12-31,0.33929,775.206,"WHR"
2005-12-31,0.28643,849,"WHR"
2006-12-31,0.20355,823,"WHR"
2007-12-31,0.14552,1063,"WHR"
2008-12-31,0,698,"WHR"
2009-12-31,0,842,"WHR"
2010-12-31,0,1110,"WHR"
2011-12-31,0,956,"WHR"
2011-09-30,0.379,547.6,"WFM"
2012-09-30,0.379,548,"WFM"
1999-12-31,0.49974,1672.4,"WMB"
2000-12-31,0.38814,2780.4252,"WMB"
2001-12-31,0.4301,3512.8967,"WMB"
2002-12-31,0,1231,"WMB"
2003-12-31,0.6,1935.9215,"WMB"
2004-12-31,0.58492,1353.969,"WMB"
2005-12-31,0.40261,1387.2,"WMB"
2006-12-31,0.38269,1390.1,"WMB"
2007-12-31,0.38217,2008,"WMB"
2008-12-31,0.34838,2692,"WMB"
2009-12-31,0.3807,1662,"WMB"
2010-12-31,0,1933,"WMB"
2011-12-31,0.2271,1868,"WMB"
1999-12-31,0.385,296.2,"WIN"
2000-12-31,0.38471,456.78036,"WIN"
2001-12-31,0.22301,541.4781,"WIN"
2002-12-31,0.30805,308.3,"WIN"
2003-12-31,0,139.2897,"WIN"
2005-12-31,0,0,"WIN"
2006-12-31,0.38271,948.2,"WIN"
2007-12-31,0.35107,1165,"WIN"
2008-12-31,0.39437,1147.1,"WIN"
2009-12-31,0.38691,988.5,"WIN"
2010-12-31,0.38487,1115.3,"WIN"
2011-12-31,0.3688,1202,"WIN"
1999-12-31,0.33829,775.2,"WEC"
2000-12-31,0.43734,845.04893,"WEC"
2001-12-31,0.40897,1014.6923,"WEC"
2002-12-31,0.37416,616.8,"WEC"
2003-12-31,0.35459,996.1415,"WEC"
2004-12-31,0.37532,530.1881,"WEC"
2005-12-31,0.32863,562.9,"WEC"
2006-12-31,0.35809,568.5,"WEC"
2007-12-31,0.39054,628.5,"WEC"
2008-12-31,0.37632,660.6,"WEC"
2009-12-31,0.36478,663.7,"WEC"
2010-12-31,0.35422,810.4,"WEC"
2011-12-31,0.3393,887,"WEC"
2011-12-31,0,330,"WPX"
2000-12-31,0,619.86112,"WYN"
2006-12-31,0.37705,645,"WYN"
2007-12-31,0.4158,726,"WYN"
2008-12-31,0.39482,675,"WYN"
2009-12-31,0.40901,656,"WYN"
2010-12-31,0.33694,680,"WYN"
2011-12-31,0.3585,767,"WYN"
2002-12-31,0,-34.5638,"WYNN"
2003-12-31,0,-46.1149,"WYNN"
2004-12-31,0,-7,"WYNN"
2005-12-31,0,-11.5,"WYNN"
2006-12-31,0,98.6,"WYNN"
2007-12-31,0.16229,692.8,"WYNN"
2008-12-31,0,516.7,"WYNN"
2009-12-31,0.35565819861432,279,"WYNN"
2010-12-31,0.06189,678.7,"WYNN"
2011-12-31,0.2151,1173,"WYNN"
1999-12-31,0.21635,894.6,"XEL"
2000-12-31,0.35839,2429.64128,"XEL"
2001-12-31,0.28203,2917.5754,"XEL"
2002-12-31,0.32701,1258.9,"XEL"
2003-12-31,0.23725,1915.3188,"XEL"
2004-12-31,0.23246,1072.8638,"XEL"
2005-12-31,0.25802,1092.7,"XEL"
2006-12-31,0.24185,1177,"XEL"
2007-12-31,0.33834,1351.1,"XEL"
2008-12-31,0.34405,1390.8,"XEL"
2009-12-31,0.35134,1468.5,"XEL"
2010-12-31,0.37525,1620,"XEL"
2011-12-31,0.3576,1782,"XEL"
1999-12-31,0.30992,3815,"XRX"
2000-12-31,0.38614,1999.1369,"XRX"
2001-12-31,1.5798,2564.9766,"XRX"
2002-12-31,0.4013,1768,"XRX"
2003-12-31,0.36074,2223.2616,"XRX"
2004-12-31,0.35859,1420.748,"XRX"
2005-12-31,0.30184,1420,"XRX"
2006-12-31,0.21794,1529,"XRX"
2007-12-31,0.27816,1727,"XRX"
2008-12-31,0.26907,1476,"XRX"
2009-12-31,0.25751,1036,"XRX"
2010-12-31,0.29994,2076,"XRX"
2011-12-31,0.2467,2211,"XRX"
2000-04-01,0.29,370.9,"XLNX"
2001-04-01,0.28,590.58046,"XLNX"
2002-04-01,0.25,243.4343,"XLNX"
2003-04-01,0.26,225,"XLNX"
2004-04-01,0.23286,421.5765,"XLNX"
2005-04-01,0.2193,385.8913,"XLNX"
2006-04-01,0.22438,426.8,"XLNX"
2007-04-01,0.18665,360.5,"XLNX"
2008-04-01,0.21442,431,"XLNX"
2009-04-01,0.25229,456.9,"XLNX"
2010-04-01,0.15241,464.7,"XLNX"
2011-04-01,0.16756,806.8,"XLNX"
2012-04-01,0.1322,654,"XLNX"
1999-12-31,-0.091900673009979,-1901.9,"XL"
2002-12-31,0,0,"XL"
2005-12-31,0,0,"XL"
2006-12-31,0.09712,0,"XL"
2007-12-31,0.22342,0,"XL"
2011-12-31,0.2861,484,"XYL"
1999-12-31,0.35407,210.4,"YHOO"
2000-12-31,0.38,404.55688,"YHOO"
2001-12-31,0.24646,34.5295,"YHOO"
2002-12-31,0.4,88.2,"YHOO"
2003-12-31,0.38198,455.353,"YHOO"
2004-12-31,0.49824,687.7153,"YHOO"
2005-12-31,0.4432,1107.8,"YHOO"
2006-12-31,0.41713,941,"YHOO"
2007-12-31,0.39705,695.4,"YHOO"
2008-12-31,0.42957,686.9,"YHOO"
2009-12-31,0.38197,361.6,"YHOO"
2010-12-31,0.20695,772.5,"YHOO"
2011-12-31,0.2922,825,"YHOO"
2000-05-26,0.39595,1280,"YUM"
2001-05-26,0.38964,1217.1588,"YUM"
2002-05-26,0.32879,1219.9734,"YUM"
2003-05-26,0.32051,1005,"YUM"
2004-05-26,0.30377,1470.69,"YUM"
2005-05-26,0.2761,1096.4854,"YUM"
2006-05-26,0.25731,1088,"YUM"
2007-05-26,0.25632,1245,"YUM"
2008-05-26,0.23678,1310,"YUM"
2009-05-26,0.24335,1421,"YUM"
2010-05-26,0.23077,1536,"YUM"
2011-05-26,0.25314,1803,"YUM"
2012-05-26,0.2422,1969,"YUM"
2001-12-31,0.35736,341.6997,"ZMH"
2002-12-31,0.3371,400.9,"ZMH"
2003-12-31,0.33554,553.9514,"ZMH"
2004-12-31,0.31456,903.7476,"ZMH"
2005-12-31,0.2961,1116.3,"ZMH"
2006-12-31,0.28568,1171.3,"ZMH"
2007-12-31,0.31611,1322.3,"ZMH"
2008-12-31,0.24273,1227.5,"ZMH"
2009-12-31,0.28123,1170,"ZMH"
2010-12-31,0.30574,1266.7,"ZMH"
2011-12-31,0.2236,1109,"ZMH"
2000-03-03,0.35287,864.7,"ZION"
2003-03-03,0.34854,1076,"ZION"
2006-03-03,0.35506,1554.6,"ZION"
2007-03-03,0.34828,1896.8,"ZION"
2008-03-03,0.31964,1866.1,"ZION"
2009-03-03,0,1641.2,"ZION"
2010-03-03,0,2075.9,"ZION"
2011-03-03,0,1738.9,"ZION"
2012-03-03,0.381,1684,"ZION"
