"Date","Effective Tax Rate","Earnings Before Interest and Taxes","symbol"
1999-12-31,0.37876,3867,"MMM"
2000-12-31,0.34465,3898.3644,"MMM"
2001-12-31,0.32113,3264.0369,"MMM"
2002-12-31,0.32146,3046,"MMM"
2003-12-31,0.32868,4827.8336,"MMM"
2004-12-31,0.32997,5120.3638,"MMM"
2005-12-31,0.34698,5593,"MMM"
2006-12-31,0.30631,6325,"MMM"
2007-12-31,0.33917,6193,"MMM"
2008-12-31,0.33438,5218,"MMM"
2009-12-31,0.32168,4814,"MMM"
2010-12-31,0.26203,5918,"MMM"
2011-12-31,0.2776,6178,"MMM"
2002-12-31,0,0,"ACE"
2005-12-31,0.22286,0,"ACE"
2006-12-31,0.1834,0,"ACE"
2007-12-31,0.1789,0,"ACE"
1999-12-31,0.28,4161.6,"ABT"
2000-12-31,0.27,4089.40525,"ABT"
2001-12-31,0.08385,4392.4565,"ABT"
2002-12-31,0.24509,3940.9,"ABT"
2003-12-31,0.21998,5323.6023,"ABT"
2004-12-31,0.21446,4257.124,"ABT"
2005-12-31,0.24306,4796.3,"ABT"
2006-12-31,0.23477,4786.2,"ABT"
2007-12-31,0.193,4928.5,"ABT"
2008-12-31,0.1916,5693.9,"ABT"
2009-12-31,0.16951,6781.3,"ABT"
2010-12-31,0.15042,8037.8,"ABT"
2011-12-31,0.1514,9066,"ABT"
2000-01-29,0.39999,269.8,"ANF"
2001-01-29,0.39518,284.40048,"ANF"
2002-01-29,0.39003,312.6052,"ANF"
2003-01-29,0.38386,312.6,"ANF"
2004-01-29,0.38838,398.259,"ANF"
2005-01-29,0.38463,380.5248,"ANF"
2006-01-29,0.39211,556.2,"ANF"
2007-01-29,0.37173,658.1,"ANF"
2008-01-29,0.37353,740.5,"ANF"
2009-01-29,0.39601,439.4,"ANF"
2010-01-29,0.33939,117.9,"ANF"
2011-01-29,0.34252,232,"ANF"
2012-01-29,0.3196,190,"ANF"
2002-08-31,0.63234,2925.5864,"ACN"
2003-08-31,0.38044,1495.9,"ACN"
2004-08-31,0.32,2016.1542,"ACN"
2005-08-31,0.3298,2022.2251,"ACN"
2006-08-31,0.255,1841.1,"ACN"
2007-08-31,0.34207,2492.6,"ACN"
2008-08-31,0.293,3011.6,"ACN"
2009-08-31,0.28545,2896.9,"ACN"
2010-08-31,0.293,2924.4,"ACN"
2011-08-31,0.273,3470.4,"ACN"
2012-08-31,0.2764,3872,"ACN"
1999-11-30,0.36648,338.5,"ADBE"
2000-11-30,0.3514,458.31016,"ADBE"
2001-11-30,0.33,461.4401,"ADBE"
2002-11-30,0.32,325.9,"ADBE"
2003-11-30,0.3,427.8983,"ADBE"
2004-11-30,0.26,591.8406,"ADBE"
2005-11-30,0.251,728.5,"ADBE"
2006-11-30,0.25586,551.3,"ADBE"
2007-11-30,0.23584,857.5,"ADBE"
2008-11-30,0.19165,1028.2,"ADBE"
2009-11-30,0.44904,690.5,"ADBE"
2010-11-30,0.17863,993.1,"ADBE"
2011-11-30,0.1955,1099,"ADBE"
1999-12-27,0,232.8,"AMD"
2000-12-27,0.14087,1468.03162,"AMD"
2001-12-27,0.58848,660.7888,"AMD"
2002-12-27,0,-848.6071,"AMD"
2003-12-27,0,802.3776,"AMD"
2004-12-27,0.06997,276.12,"AMD"
2005-12-27,0,231.7,"AMD"
2006-12-27,0.06233,448,"AMD"
2007-12-27,0,-958,"AMD"
2008-12-27,0,-832,"AMD"
2009-12-27,0,-443,"AMD"
2010-12-27,0,622,"AMD"
2011-12-27,0,495,"AMD"
1999-12-31,0.29374,1203,"AES"
2000-12-31,0.2473,2196.6553,"AES"
2001-12-31,0.287,3040.9751,"AES"
2002-12-31,0.31299,2291.9,"AES"
2003-12-31,0.30313,3057.1695,"AES"
2004-12-31,0.25886,2647.9508,"AES"
2005-12-31,0.31893,2957,"AES"
2006-12-31,0.31024,3326,"AES"
2007-12-31,0.48205,3030,"AES"
2008-12-31,0.28149,3336,"AES"
2009-12-31,0.25547,3150,"AES"
2010-12-31,0.29406,3572,"AES"
2011-12-31,0.2919,3743,"AES"
1999-12-31,0.43746,2068.5,"AET"
2000-12-31,0.37102,1144.1934,"AET"
2001-12-31,0,363.8775,"AET"
2002-12-31,0.27827,646.3,"AET"
2003-12-31,0.35225,1594.5067,"AET"
2004-12-31,0.3601,1863.9415,"AET"
2005-12-31,0.40455,2370.1,"AET"
2006-12-31,0.34834,2576.7,"AET"
2007-12-31,0.34523,3026.5,"AET"
2008-12-31,0.36329,3319.6,"AET"
2009-12-31,0.32855,2181.4,"AET"
2010-12-31,0.33183,2677.8,"AET"
2011-12-31,0.3549,3462,"AET"
1999-12-31,0.3509,0,"AFL"
2002-12-31,0.34567,0,"AFL"
2005-12-31,0.34216,0,"AFL"
2006-12-31,0.34416,0,"AFL"
2007-12-31,0.34601,0,"AFL"
1999-10-31,0.34943,1216,"A"
2000-10-31,0.34947,1548.0801,"A"
2001-10-31,0,-835.991,"A"
2002-10-31,0,-1570.991,"A"
2003-10-31,0,-328.8408,"A"
2004-10-31,0.20682,421.7914,"A"
2005-10-31,0.25289,526,"A"
2006-10-31,0.33376,625,"A"
2007-10-31,0.21087,687,"A"
2008-10-31,0.18085,826,"A"
2009-10-31,0.6,47,"A"
2010-10-31,0.01266,566,"A"
2011-10-31,0.0194,1071,"A"
1999-12-31,0.34692,348.9,"GAS"
2000-12-31,0.34768,386.31061,"GAS"
2001-12-31,0.3348,380.0885,"GAS"
2002-12-31,0.31034,345.3,"GAS"
2003-12-31,0.35212,307.2756,"GAS"
2004-12-31,0.3178,176.1365,"GAS"
2005-12-31,0.28349,171.8,"GAS"
2006-12-31,0.26307,266.4,"GAS"
2007-12-31,0.26641,354.8,"GAS"
2008-12-31,0.27045,185,"GAS"
2009-12-31,0.32453,220.3,"GAS"
2010-12-31,0.35897,546,"GAS"
2011-12-31,0.4019,565,"GAS"
2000-09-30,0.30404,1232.2,"APD"
2001-09-30,0.25118,1378.25591,"APD"
2002-09-30,0.3069,1393.9106,"APD"
2003-09-30,0.34898,765.7,"APD"
2004-09-30,0.28291,1370.9222,"APD"
2005-09-30,0.26615,851.87,"APD"
2006-09-30,0.26391,971.3,"APD"
2007-09-30,0.23555,1060,"APD"
2008-09-30,0.25028,1355.4,"APD"
2009-09-30,0.24702,1500.3,"APD"
2010-09-30,0.24792,1154.4,"APD"
2011-09-30,0.25826,1451.4,"APD"
2012-09-30,0.2488,1634,"APD"
2000-03-31,0.42339,204.5,"ARG"
2001-03-31,0.42104,205.73007,"ARG"
2002-03-31,0.37525,206.4855,"ARG"
2003-03-31,0.37673,158.6,"ARG"
2004-03-31,0.37206,255.703,"ARG"
2005-03-31,0.36778,203.3288,"ARG"
2006-03-31,0.37406,271.6,"ARG"
2007-03-31,0.38843,341.5,"ARG"
2008-03-31,0.38889,476.1,"ARG"
2009-03-31,0.3919,524.9,"ARG"
2010-03-31,0.37504,399.6,"ARG"
2011-03-31,0.385,512.8,"ARG"
2012-03-31,0.3633,573,"ARG"
1999-12-31,0,-53,"AKAM"
2000-12-31,0,-155.49768,"AKAM"
2001-12-31,0,-99.4806,"AKAM"
2002-12-31,0,-136.6985,"AKAM"
2003-12-31,0,30.0824,"AKAM"
2004-12-31,0.07496,48.967,"AKAM"
2005-12-31,0,73.3,"AKAM"
2006-12-31,0.41707,83.1,"AKAM"
2007-12-31,0.39974,144.9,"AKAM"
2008-12-31,0.38117,212.2,"AKAM"
2009-12-31,0.38494,240.6,"AKAM"
2010-12-31,0.34742,271,"AKAM"
2011-12-31,0.346,291,"AKAM"
1999-12-31,0.29908,2821,"AA"
2000-12-31,0.33499,4302.7936,"AA"
2001-12-31,0.33348,3523.0291,"AA"
2002-12-31,0.33813,1539,"AA"
2003-12-31,0.24206,2877.2352,"AA"
2004-12-31,0.25489,2186.2232,"AA"
2005-12-31,0.34576,2398.7,"AA"
2006-12-31,0.25132,4166,"AA"
2007-12-31,0.37752,3511,"AA"
2008-12-31,0.43182,2079,"AA"
2009-12-31,0,-952,"AA"
2010-12-31,0.27007,1254,"AA"
2011-12-31,0.2122,1781,"AA"
1999-12-31,0,-7.1,"ALXN"
2000-12-31,0,-53.08348,"ALXN"
2001-12-31,0,-58.47,"ALXN"
2002-12-31,0,-82.869,"ALXN"
2003-12-31,0,-65.9677,"ALXN"
2004-12-31,0,-113.2745,"ALXN"
2005-12-31,0,-113.2745,"ALXN"
2006-12-31,0,-3.7,"ALXN"
2007-12-31,0,-99.7504,"ALXN"
2008-12-31,0.04552,34.6,"ALXN"
2009-12-31,0.04359,87,"ALXN"
2010-12-31,0.34884,150.6,"ALXN"
2011-12-31,0.2367,231,"ALXN"
1999-12-31,0.3628,284.4,"ATI"
2000-12-31,0.35981,357.9882,"ATI"
2001-12-31,0.31398,165.601,"ATI"
2002-12-31,0,-25,"ATI"
2003-12-31,0,-110.4318,"ATI"
2004-12-31,0,11.6293,"ATI"
2005-12-31,0,350.5,"ATI"
2006-12-31,0.34204,897.5,"ATI"
2007-12-31,0.34882,1152.7,"ATI"
2008-12-31,0.35008,861.2,"ATI"
2009-12-31,0.37206,92.7,"ATI"
2010-12-31,0.30072,185.4,"ATI"
2011-12-31,0.3152,461,"ATI"
1999-12-31,0.31647,323.4,"AGN"
2000-12-31,0.29114,368.61734,"AGN"
2001-12-31,0.29117,434.394,"AGN"
2002-12-31,0.28205,304.4,"AGN"
2003-12-31,0.28705,497.4804,"AGN"
2004-12-31,0.30088,527.3787,"AGN"
2005-12-31,0.25412,614.7,"AGN"
2006-12-31,0.19203,576.1,"AGN"
2007-12-31,0.27086,821.4,"AGN"
2008-12-31,0.27035,1103.8,"AGN"
2009-12-31,0.28124,1268.4,"AGN"
2010-12-31,0.28677,1426.6,"AGN"
2011-12-31,0.2372,1389,"AGN"
1999-12-31,0.29383,-20389,"ALL"
2002-12-31,0.16146,0,"ALL"
2005-12-31,0.15469,0,"ALL"
2006-12-31,0.3044,0,"ALL"
2007-12-31,0.30317,0,"ALL"
2004-12-20,0.0821,67.0339,"ANR"
2005-12-20,0.21102,118.6,"ANR"
2006-12-20,0.23586,157.8,"ANR"
2007-12-20,0.23848,74.1,"ANR"
2008-12-20,0.28399,260.2,"ANR"
2009-12-20,0,328.2,"ANR"
2010-12-20,0.25813,400.5,"ANR"
2011-12-20,0,176,"ANR"
1999-12-31,0.32334,335.4,"ALTR"
2000-12-31,0.31,567.51696,"ALTR"
2001-12-31,0.3,203.2549,"ALTR"
2002-12-31,0.26,97.4,"ALTR"
2003-12-31,0.27,243.445,"ALTR"
2004-12-31,0.22,314.8727,"ALTR"
2005-12-31,0.21905,322.2,"ALTR"
2006-12-31,0.1013,301.1,"ALTR"
2007-12-31,0.141,274.9,"ALTR"
2008-12-31,0.142,404.3,"ALTR"
2009-12-31,0.1783,304.6,"ALTR"
2010-12-31,0.09788,868.4,"ALTR"
2011-12-31,0.0922,849,"ALTR"
1999-12-31,0.39543,15774,"MO"
2000-12-31,0.3904,16987.2584,"MO"
2001-12-31,0.37869,19053.0977,"MO"
2002-12-31,0.35179,17152,"MO"
2003-12-31,0.34898,16947.4072,"MO"
2004-12-31,0.32419,16306.039,"MO"
2005-12-31,0.29919,17357,"MO"
2006-12-31,0.26312,17931,"MO"
2007-12-31,0.31459,13699,"MO"
2008-12-31,0.3375,4924,"MO"
2009-12-31,0.25302,5903,"MO"
2010-12-31,0.31732,6008,"MO"
2011-12-31,0.3922,6043,"MO"
1999-12-31,0,-315.5,"AMZN"
2000-12-31,0,-232.5604,"AMZN"
2001-12-31,0,35.0649,"AMZN"
2002-12-31,0,111.1,"AMZN"
2003-12-31,0,348.9833,"AMZN"
2004-12-31,0,432.3087,"AMZN"
2005-12-31,0.21963,480,"AMZN"
2006-12-31,0.49602,389,"AMZN"
2007-12-31,0.27879,664,"AMZN"
2008-12-31,0.26092,818,"AMZN"
2009-12-31,0.21792,1231,"AMZN"
2010-12-31,0.23514,1406,"AMZN"
2011-12-31,0.3116,862,"AMZN"
1999-12-31,0.39424,1172,"AEE"
2000-12-31,0.39066,1322.5394,"AEE"
2001-12-31,0.38417,1364.017,"AEE"
2002-12-31,0.3888,886,"AEE"
2003-12-31,0.36797,1599.2826,"AEE"
2004-12-31,0.34265,1067.884,"AEE"
2005-12-31,0.356,1284,"AEE"
2006-12-31,0.35813,1093,"AEE"
2007-12-31,0.33469,1342,"AEE"
2008-12-31,0.33677,1362,"AEE"
2009-12-31,0.34728,1416,"AEE"
2010-12-31,0.36808,1505,"AEE"
2011-12-31,0.3725,1366,"AEE"
2000-09-25,0.32828,2019,"AEP"
2001-09-25,0.66088,3372.8322,"AEP"
2002-09-25,0.36041,3807.7351,"AEP"
2003-09-25,0.25211,2130,"AEP"
2004-09-25,0.38844,3580.979,"AEP"
2005-09-25,0.33119,1990.7437,"AEP"
2006-09-25,0.29332,1927,"AEP"
2007-09-25,0.33037,2175,"AEP"
2008-09-25,0.31084,2319,"AEP"
2009-09-25,0.31268,2532,"AEP"
2010-09-25,0.2967,2771,"AEP"
2011-09-25,0.3484,2717,"AEP"
2012-09-25,0.3173,2878,"AEP"
1999-12-31,0.2801,4502,"AXP"
2000-12-31,0.28096,5655.9575,"AXP"
2001-12-31,0.17855,4293.064,"AXP"
2002-12-31,0.28334,4809,"AXP"
2003-12-31,0.29362,5827.6098,"AXP"
2004-12-31,0.28984,5819.0785,"AXP"
2005-12-31,0.2902,5168,"AXP"
2006-12-31,0.3001,6564,"AXP"
2007-12-31,0.29503,9907,"AXP"
2008-12-31,0.27012,9379,"AXP"
2009-12-31,0.2478,8154,"AXP"
2010-12-31,0.31975,8171,"AXP"
2011-12-31,0.2957,25502,"AXP"
1999-12-31,0.29555,-16224,"AIG"
2002-12-31,0.31802,4127,"AIG"
2005-12-31,0.28144,0,"AIG"
2006-12-31,0.30095,0,"AIG"
2007-12-31,0.22899,0,"AIG"
1999-12-31,0,91.5,"AMT"
2000-12-31,0,181.76616,"AMT"
2001-12-31,0,181.8675,"AMT"
2002-12-31,0,-15.6,"AMT"
2003-12-31,0,344.9642,"AMT"
2004-12-31,0,69.9562,"AMT"
2005-12-31,0,169.3,"AMT"
2006-12-31,0.58918,286.4,"AMT"
2007-12-31,0.37782,387.6,"AMT"
2008-12-31,0.3644,618,"AMT"
2009-12-31,0.43318,691.4,"AMT"
2010-12-31,0.32709,784.4,"AMT"
2011-12-31,0.2468,920,"AMT"
2004-12-31,0.26257,1224.8685,"AMP"
2005-12-31,0.27688,1124,"AMP"
2006-12-31,0.20788,1208,"AMP"
2007-12-31,0.19882,1128,"AMP"
2008-12-31,0,-262,"AMP"
2009-12-31,0.19891,1047,"AMP"
2010-12-31,0.20954,1884,"AMP"
2011-12-31,0.2563,1702,"AMP"
2001-09-30,0.38,218.268,"ABC"
2002-09-30,0.39701,792.3397,"ABC"
2003-09-30,0.39701,731.3,"ABC"
2004-09-30,0.3923,951.717,"ABC"
2005-09-30,0.384,896.7249,"ABC"
2006-09-30,0.37837,664.9,"ABC"
2007-09-30,0.36809,768.8,"ABC"
2008-09-30,0.37104,822.4,"ABC"
2009-09-30,0.3839,827.8,"ABC"
2010-09-30,0.37888,883.8,"ABC"
2011-09-30,0.38046,1103.6,"ABC"
2012-09-30,0.375,1233,"ABC"
1999-12-31,0.29996,1637.7,"AMGN"
2000-12-31,0.32001,1760.98488,"AMGN"
2001-12-31,0.336,2002.9106,"AMGN"
2002-12-31,0.30613,2208.6,"AMGN"
2003-12-31,0.28792,3781.9256,"AMGN"
2004-12-31,0.26944,3901.67,"AMGN"
2005-12-31,0.23474,4848,"AMGN"
2006-12-31,0.20377,5071,"AMGN"
2007-12-31,0.1745,4575,"AMGN"
2008-12-31,0.20076,5214,"AMGN"
2009-12-31,0.16708,5973,"AMGN"
2010-12-31,0.19118,6066.1,"AMGN"
2011-12-31,0.1036,5502,"AMGN"
1999-12-31,0.41841,200.8,"APH"
2000-12-31,0.37703,287.30461,"APH"
2001-12-31,0.38155,243.6795,"APH"
2002-12-31,0.345,174,"APH"
2003-12-31,0.34062,241.4546,"APH"
2004-12-31,0.34,276.6154,"APH"
2005-12-31,0.33015,343.3,"APH"
2006-12-31,0.31684,445.3,"APH"
2007-12-31,0.295,552.9,"APH"
2008-12-31,0.28,632.2,"APH"
2009-12-31,0.2672,488.9,"APH"
2010-12-31,0.243,700.4,"APH"
2011-12-31,0.2622,752,"APH"
1999-12-31,0.59378,383,"APC"
2000-12-31,0.4418,2132.25,"APC"
2001-12-31,0.30251,3177.04,"APC"
2002-12-31,0.31649,1678,"APC"
2003-12-31,0.37183,3941.8912,"APC"
2004-12-31,0.35365,2952.1817,"APC"
2005-12-31,0.36688,4149,"APC"
2006-12-31,0.34025,4775,"APC"
2007-12-31,0.40307,7833,"APC"
2008-12-31,0.3902,6139,"APC"
2009-12-31,0,647,"APC"
2010-12-31,0.53626,2615,"APC"
2011-12-31,0,-2331,"APC"
1999-10-31,0.23577,385.5,"ADI"
2000-10-31,0.29869,923.776,"ADI"
2001-10-31,0.31149,727.4744,"ADI"
2002-10-31,0.23334,246.1,"ADI"
2003-10-31,0.21882,541.9203,"ADI"
2004-10-31,0.21069,547.4238,"ADI"
2005-10-31,0.21069,547.4,"ADI"
2006-10-31,0.24,571.7,"ADI"
2007-10-31,0.21157,625,"ADI"
2008-10-31,0.1871,338.4,"ADI"
2009-10-31,0.21026,916.6,"ADI"
2010-10-31,0.21026,916.6,"ADI"
2011-10-31,0.1995,833,"ADI"
2008-12-31,0.28042,1028,"AON"
2009-12-31,0.2824,1021,"AON"
2010-12-31,0.28234,1226,"AON"
2011-12-31,0.2731,1606,"AON"
1999-12-31,0.41709,869.5,"APA"
2000-12-31,0.40134,1890.36816,"APA"
2001-12-31,0.39538,2294.8438,"APA"
2002-12-31,0.38347,1110.6,"APA"
2003-12-31,0.39891,3291.4807,"APA"
2004-12-31,0.37288,2990.554,"APA"
2005-12-31,0.37623,4829.5,"APA"
2006-12-31,0.36341,4794.3,"APA"
2007-12-31,0.39812,4892.5,"APA"
2008-12-31,0.05334,4298.5,"APA"
2009-12-31,0.39978,3386.8,"APA"
2010-12-31,0.42374,5684,"APA"
2011-12-31,0.4336,8649,"APA"
1999-12-31,0,0,"AIV"
2002-12-31,0,0,"AIV"
2005-12-31,0,0,"AIV"
2006-12-31,0,0,"AIV"
2007-12-31,0,0,"AIV"
2000-08-31,0.40825,141.4,"APOL"
2001-08-31,0.38429,192.375,"APOL"
2002-08-31,0.394,289.0272,"APOL"
2003-08-31,0.38525,387.3,"APOL"
2004-08-31,0.40442,614.6931,"APOL"
2005-08-31,0.40442,571.4931,"APOL"
2006-08-31,0.39065,732.7,"APOL"
2007-08-31,0.37907,670.2,"APOL"
2008-08-31,0.37804,625.7,"APOL"
2009-08-31,0.39206,749.5,"APOL"
2010-08-31,0.40445,1120,"APOL"
2011-08-31,0.42239,1373.3,"APOL"
2012-08-31,0.3857,1373,"APOL"
2000-09-27,0.25759,704,"AAPL"
2001-09-27,0.25759,704.1006,"AAPL"
2002-09-27,0.25949,163.9915,"AAPL"
2003-09-27,0.26214,25,"AAPL"
2004-09-27,0.26214,137.7954,"AAPL"
2005-09-27,0.30909,1650.1403,"AAPL"
2006-09-27,0.30909,1650,"AAPL"
2007-09-27,0.30192,4409,"AAPL"
2008-09-27,0.29891,6275,"AAPL"
2009-09-27,0.28557,7658,"AAPL"
2010-09-27,0.24417,18385,"AAPL"
2011-09-27,0.24216,33790,"AAPL"
2012-09-27,0.2516,55241,"AAPL"
1999-10-30,0.31718,1257.3,"AMAT"
2000-10-30,0.29995,3148.60048,"AMAT"
2001-10-30,0.2934,1538.2635,"AMAT"
2002-10-30,0.20999,295.4,"AMAT"
2003-10-30,0.2951,595.9286,"AMAT"
2004-10-30,0.27372,1957.882,"AMAT"
2005-10-30,0.235,1448,"AMAT"
2006-10-30,0.30926,2232.7,"AMAT"
2007-10-30,0.299,2398,"AMAT"
2008-10-30,0.318,1373.5,"AMAT"
2009-10-30,0,-237.8,"AMAT"
2010-10-30,0.19008,2398,"AMAT"
2011-10-30,0.2822,1000,"AMAT"
1999-12-31,0.14816,1094.4,"ADM"
2000-12-31,0.2656,1273.2639,"ADM"
2001-12-31,0.31187,1423.162,"ADM"
2002-12-31,0.291,779.5,"ADM"
2003-12-31,0.23068,1681.0401,"ADM"
2004-12-31,0.23068,995.4401,"ADM"
2005-12-31,0.321,1350.5,"ADM"
2006-12-31,0.3099,2042,"ADM"
2007-12-31,0.3099,2042,"ADM"
2008-12-31,0.31465,2475,"ADM"
2009-12-31,0.29993,2957,"ADM"
2010-12-31,0.33068,2689,"ADM"
2011-12-31,0.312,2042,"ADM"
1999-12-31,0.37956,55.2,"AIZ"
2000-12-31,0,30.38756,"AIZ"
2001-12-31,0,30.1677,"AIZ"
2005-12-31,0.26884,0,"AIZ"
2006-12-31,0.34668,0,"AIZ"
2007-12-31,0.35339,0,"AIZ"
2010-12-31,0.53964,7403,"AIZ"
2011-12-31,0.2365,7125,"AIZ"
1999-12-31,0.37407,19804,"T"
2000-12-31,0.70102,21575.787,"T"
2001-12-31,0,15622.0645,"T"
2002-12-31,0.55959,5798,"T"
2003-12-31,0.30335,8728.9312,"T"
2004-12-31,0.31114,6409.6262,"T"
2005-12-31,0.32129,7380,"T"
2006-12-31,0.32626,11550,"T"
2007-12-31,0.34234,28519,"T"
2008-12-31,0.35351,23063,"T"
2009-12-31,0.32402,21492,"T"
2010-12-31,0.393,19676,"T"
2011-12-31,0.3357,22589,"T"
2000-01-31,0.32,145.9,"ADSK"
2001-01-31,0.32552,234.16863,"ADSK"
2002-01-31,0.30028,194.7094,"ADSK"
2003-01-31,0.27,51.2,"ADSK"
2004-01-31,0.029,132.653,"ADSK"
2005-01-31,0.2,261.6086,"ADSK"
2006-01-31,0.19203,378.4,"ADSK"
2007-01-31,0.20955,349.7,"ADSK"
2008-01-31,0.24213,445.6,"ADSK"
2009-01-31,0.27287,244.5,"ADSK"
2010-01-31,0.31523,65.6,"ADSK"
2011-01-31,0.22059,271.4,"ADSK"
2012-01-31,0.2138,354,"ADSK"
2000-06-30,0.34801,1619.4,"ADP"
2001-06-30,0.38073,1937.55936,"ADP"
2002-06-30,0.384,1952.0883,"ADP"
2003-06-30,0.38114,1518.1,"ADP"
2004-06-30,0.374,1744.8525,"ADP"
2005-06-30,0.371,1643.5937,"ADP"
2006-06-30,0.38474,1678.5,"ADP"
2007-06-30,0.37099,1506.5,"ADP"
2008-06-30,0.37099,1506.5,"ADP"
2009-06-30,0.36552,1830,"ADP"
2010-06-30,0.35201,1770.6,"ADP"
2011-06-30,0.35201,1770.6,"ADP"
2012-06-30,0.3511,1825,"ADP"
1999-12-31,0.35987,586.1,"AN"
2000-12-31,0.3751,855.2984,"AN"
2001-12-31,0.38872,666.6432,"AN"
2002-12-31,0.38252,641.1,"AN"
2003-12-31,0.35939,804.3156,"AN"
2004-12-31,0.3864,769.644,"AN"
2005-12-31,0.36507,807.5,"AN"
2006-12-31,0.38866,796.5,"AN"
2007-12-31,0.37296,706.5,"AN"
2008-12-31,0.4002,486.1,"AN"
2009-12-31,0.36636,388,"AN"
2010-12-31,0.383,498,"AN"
2011-12-31,0.3809,571,"AN"
1999-12-31,0.38512,630,"AZO"
2000-12-31,0.34468,636.96604,"AZO"
2001-12-31,0.38053,889.2536,"AZO"
2002-12-31,0.37864,917.8,"AZO"
2003-12-31,0.37499,1105.4157,"AZO"
2004-12-31,0.37048,1016.2885,"AZO"
2005-12-31,0.3689,1009.9,"AZO"
2006-12-31,0.3637,1055.3,"AZO"
2007-12-31,0.3631,1124.1,"AZO"
2008-12-31,0.3644,1176.1,"AZO"
2009-12-31,0.36381,1319.4,"AZO"
2010-12-31,0.35891,1494.8,"AZO"
2011-12-31,0.3589,1495,"AZO"
1999-12-31,0,0,"AVB"
2002-12-31,0,0,"AVB"
2005-12-31,0,0,"AVB"
2006-12-31,0,0,"AVB"
2007-12-31,0,0,"AVB"
1999-12-28,0.34838,589.2,"AVY"
2000-12-28,0.33498,637.7553,"AVY"
2001-12-28,0.32351,565.7028,"AVY"
2002-12-28,0.29504,440.6,"AVY"
2003-12-28,0.27531,602.4689,"AVY"
2004-12-28,0.2511,467.1284,"AVY"
2005-12-28,0.22063,488.3,"AVY"
2006-12-28,0.17778,517.3,"AVY"
2007-12-28,0.19091,582.9,"AVY"
2008-12-28,0.01662,446.8,"AVY"
2009-12-28,0.12091,317.7,"AVY"
2010-12-28,0.11293,455.6,"AVY"
2011-12-28,0.337,351,"AVY"
1999-12-31,0.35497,783.6,"AVP"
2000-12-31,0.30898,844.81393,"AVP"
2001-12-31,0.34056,911.3702,"AVP"
2002-12-31,0.34981,846.6,"AVP"
2003-12-31,0.32099,1090.7774,"AVP"
2004-12-31,0.2784,1134.1667,"AVP"
2005-12-31,0.2399,1064.6,"AVP"
2006-12-31,0.31756,674.8,"AVP"
2007-12-31,0.33011,779.2,"AVP"
2008-12-31,0.2929,1238.1,"AVP"
2009-12-31,0.32196,920.1,"AVP"
2010-12-31,0.37043,941.6,"AVP"
2011-12-31,0.2911,938,"AVP"
1999-12-31,0.34705,1044.2,"BHI"
2000-12-31,0.31321,1076.06928,"BHI"
2001-12-31,0.33817,1076.4938,"BHI"
2002-12-31,0.41193,556,"BHI"
2003-12-31,0.35013,956.9382,"BHI"
2004-12-31,0.32325,820.8825,"BHI"
2005-12-31,0.31645,1233.4,"BHI"
2006-12-31,0.31601,1934.3,"BHI"
2007-12-31,0.32915,2277.8,"BHI"
2008-12-31,0.29495,2376,"BHI"
2009-12-31,0.31097,750,"BHI"
2010-12-31,0.36115,1551,"BHI"
2011-12-31,0.2548,2915,"BHI"
1999-12-31,0.37909,441.7,"BLL"
2000-12-31,0.38833,444.52811,"BLL"
2001-12-31,0.35746,398.2831,"BLL"
2002-12-31,0.35641,311,"BLL"
2003-12-31,0.28933,669.9042,"BLL"
2004-12-31,0.31985,538.9117,"BLL"
2005-12-31,0.26686,462.5,"BLL"
2006-12-31,0.2945,470.1,"BLL"
2007-12-31,0.26291,619.9,"BLL"
2008-12-31,0.32552,636.6,"BLL"
2009-12-31,0.30289,655.8,"BLL"
2010-12-31,0.28991,753.6,"BLL"
2011-12-31,0.3051,867,"BLL"
1999-12-31,0.35322,33322,"BAC"
2002-12-31,0.28805,31246,"BAC"
2005-12-31,0.32741,60518,"BAC"
2006-12-31,0.33904,83883,"BAC"
2007-12-31,0.28398,82344,"BAC"
2008-12-31,0.09485,79485,"BAC"
2009-12-31,0,111115,"BAC"
2010-12-31,0,95048,"BAC"
2011-12-31,0,75107,"BAC"
1999-12-31,0.34585,3531,"BK"
2002-12-31,0.34257,3531,"BK"
2005-12-31,0.33629,4806,"BK"
2006-12-31,0.31982,4988,"BK"
2007-12-31,0.32861,8273,"BK"
2008-12-31,0.25939,9448,"BK"
2009-12-31,0,3408,"BK"
2010-12-31,0.28062,8848,"BK"
2011-12-31,0.3044,9167,"BK"
1999-12-31,0.31853,247.4,"BCR"
2000-12-31,0.30173,243.9336,"BCR"
2001-12-31,0.30112,266.395,"BCR"
2002-12-31,0.28068,252.2,"BCR"
2003-12-31,0.27454,332.9091,"BCR"
2004-12-31,0.265,363.134,"BCR"
2005-12-31,0.25978,439.4,"BCR"
2006-12-31,0.27509,475.3,"BCR"
2007-12-31,0.29603,556.9,"BCR"
2008-12-31,0.28877,644.4,"BCR"
2009-12-31,0.29448,733.5,"BCR"
2010-12-31,0.28425,755,"BCR"
2011-12-31,0.2807,829,"BCR"
1999-12-31,0.25951,1522,"BAX"
2000-12-31,0.25731,1701.9328,"BAX"
2001-12-31,0.2582,1933.988,"BAX"
2002-12-31,0.25095,1729,"BAX"
2003-12-31,0.19826,1824.2136,"BAX"
